"('Year', 'Year')","('sigName', 'sigName')","('계', '계')","('운영주체별', '공공공연장')","('운영주체별', '민간공연장')","('규모별', '대공연장(1000석~)')","('규모별', '일반공연장(300~999석)')","('규모별', '소공연장(300석미만)')"
1995,합계,82,…,…,9,11,62
1995,종로구,34,…,…,1,2,31
1995,중구,8,…,…,2,2,4
1995,용산구,6,…,…,1,3,2
1995,성동구,4,…,…,1,1,2
1995,광진구,1,…,…,-,-,1
1995,동대문구,-,…,…,-,-,-
1995,중랑구,-,…,…,-,-,-
1995,성북구,-,…,…,-,-,-
1995,강북구,-,…,…,-,-,-
1995,도봉구,-,…,…,-,-,-
1995,노원구,1,…,…,-,-,1
1995,은평구,-,…,…,-,-,-
1995,서대문구,2,…,…,-,1,1
1995,마포구,3,…,…,-,-,3
1995,양천구,-,…,…,-,-,-
1995,강서구,-,…,…,-,-,-
1995,구로구,-,…,…,-,-,-
1995,금천구,-,…,…,-,-,-
1995,영등포구,-,…,…,-,-,-
1995,동작구,-,…,…,-,-,-
1995,관악구,1,…,…,1,-,-
1995,서초구,3,…,…,2,-,1
1995,강남구,5,…,…,-,-,5
1995,송파구,12,…,…,1,-,11
1995,강동구,2,…,…,-,2,-
