Year,sigName,계,계,종합병원,종합병원,병원,병원,의원,의원,요양병원,요양병원,치과병원,치과병원,치과의원,치과의원,한방병원,한방병원,한방의원,한방의원,조산소,조산소,특수병원,특수병원,부속병의원,부속병의원,노인전문병원,노인전문병원,결핵병원,결핵병원,정신병원,정신병원,조산원,조산원
Year,sigName,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수
2000,서울시,"10,607","54,538",66,"31,729",102,"8,630","4,969","10,139",-,-,"3,275",40,-,-,"2,180","1,898",-,-,10,16,5,"2,086",,,,,,,,,,
2000,종로구,441,"3,716",6,"3,462",2,83,111,111,-,-,161,-,-,-,161,60,-,-,-,-,-,-,,,,,,,,,,
2000,중구,454,"2,281",4,"1,915",2,219,176,147,-,-,216,-,-,-,56,-,-,-,-,-,-,-,,,,,,,,,,
2000,용산구,240,"1,458",4,"1,379",2,79,107,-,-,-,82,-,-,-,45,-,-,-,-,-,-,-,,,,,,,,,,
2000,성동구,284,"1,665",2,"1,300",5,323,139,-,-,-,82,-,-,-,56,42,-,-,-,-,-,-,,,,,,,,,,
2000,광진구,322,"2,174",3,935,3,220,147,-,-,-,109,-,-,-,59,59,-,-,-,-,1,960,,,,,,,,,,
2000,동대문구,625,"4,221",4,"1,859",5,"1,014",201,487,-,-,111,29,-,-,301,326,-,-,2,6,1,500,,,,,,,,,,
2000,중랑구,354,"1,042",1,134,2,132,183,776,-,-,104,-,-,-,64,-,-,-,-,-,-,-,,,,,,,,,,
2000,성북구,411,"2,191",1,815,5,479,215,640,-,-,113,-,-,-,76,57,-,-,-,-,1,200,,,,,,,,,,
2000,강북구,291,"1,293",1,294,6,477,159,522,-,-,74,-,-,-,51,-,-,-,-,-,-,-,,,,,,,,,,
2000,도봉구,238,"1,450",1,477,3,589,117,384,-,-,72,-,-,-,45,-,-,-,-,-,-,-,,,,,,,,,,
2000,노원구,433,"2,864",4,"2,118",1,31,237,660,-,-,130,-,-,-,61,55,-,-,-,-,-,-,,,,,,,,,,
2000,은평구,379,"1,648",2,384,3,149,197,689,-,-,104,-,-,-,71,-,-,-,-,-,2,426,,,,,,,,,,
2000,서대문구,374,"2,270",2,"1,683",2,124,171,344,-,-,117,9,-,-,82,110,-,-,-,-,-,-,,,,,,,,,,
2000,마포구,384,727,-,-,6,389,198,238,-,-,112,-,-,-,68,100,-,-,-,-,-,-,,,,,,,,,,
2000,양천구,352,"1,710",4,"1,124",3,171,163,383,-,-,113,-,-,-,68,31,-,-,1,1,-,-,,,,,,,,,,
2000,강서구,399,"1,325",1,150,8,562,211,540,-,-,112,-,-,-,66,72,-,-,1,1,-,-,,,,,,,,,,
2000,구로구,303,"1,470",3,880,2,136,146,452,-,-,99,-,-,-,51,-,-,-,2,2,-,-,,,,,,,,,,
2000,금천구,192,677,1,120,3,198,99,288,-,-,54,-,-,-,34,70,-,-,1,1,-,-,,,,,,,,,,
2000,영등포구,479,"4,425",7,"3,015",8,897,204,391,-,-,156,-,-,-,102,120,-,-,2,2,-,-,,,,,,,,,,
2000,동작구,357,"1,112",1,551,2,176,170,385,-,-,105,-,-,-,79,-,-,-,-,-,-,-,,,,,,,,,,
2000,관악구,438,"1,095",1,177,4,337,222,578,-,-,128,-,-,-,82,-,-,-,1,3,-,-,,,,,,,,,,
2000,서초구,613,"2,345",3,"1,283",5,520,276,360,-,-,216,-,-,-,113,182,-,-,-,-,-,-,,,,,,,,,,
2000,강남구,"1,172","4,859",4,"3,182",12,768,596,504,-,-,379,2,-,-,181,403,-,-,-,-,-,-,,,,,,,,,,
2000,송파구,608,"3,860",3,"2,797",4,283,293,639,-,-,190,-,-,-,118,141,-,-,-,-,-,-,,,,,,,,,,
2000,강동구,464,"2,660",3,"1,695",4,274,231,621,-,-,136,-,-,-,90,70,-,-,-,-,-,-,,,,,,,,,,
