Year,sigName,계,계,종합병원,종합병원,병원,병원,의원,의원,요양병원,요양병원,치과병원,치과병원,치과의원,치과의원,한방병원,한방병원,한방의원,한방의원,조산소,조산소,특수병원,특수병원,부속병의원,부속병의원,노인전문병원,노인전문병원,결핵병원,결핵병원,정신병원,정신병원,조산원,조산원
2002,동대문구,610,"4,344",5,"2,279",6,500,230,602,-,-,119,29,-,-,248,430,-,-,1,4,1,500,,,,,,,,,,
2003,동대문구,601,"4,344",5,"2,176",6,569,225,635,-,-,124,29,-,-,239,430,-,-,1,5,1,500,,,,,,,,,,
2004,동대문구,586,"4,319",5,"2,175",6,568,232,697,-,-,121,26,-,-,2,348,218,-,1,5,1,500,,,,,,,,,,
2005,동대문구,577,"4,298",5,"2,076",7,625,231,663,1,55,125,26,-,-,2,348,204,-,1,5,1,500,,,,,,,,,,
2006,동대문구,586,"4,341",5,"2,076",7,625,227,706,1,55,3,26,124,-,2,348,215,-,1,5,1,500,,,,,,,,,,
2007,동대문구,585,"4,746",5,"2,076",7,692,229,773,4,339,4,31,130,-,2,330,202,-,1,5,1,500,,,,,,,,,,
2008,동대문구,599,"5,022",5,"2,076",8,726,237,868,5,486,4,31,130,-,2,330,206,-,1,5,1,500,,,,,,,,,,
2009,동대문구,601,"5,241",5,"2,076",9,999,237,843,5,487,4,31,128,-,1,300,210,-,1,5,1,500,,,,,,,,,,
2010,동대문구,609,"5,285",5,"2,104",9,"1,088",242,786,4,471,4,31,136,-,1,300,206,-,,,,,-,-,-,-,-,-,1,500,1,5
2011,동대문구,615,"5,679",5,"2,104",13,"1,507",240,749,5,543,4,31,140,-,1,240,205,-,,,,,-,-,-,-,-,-,1,500,1,5
2012,동대문구,596,"5,747",5,"2,104",14,"1,626",232,591,6,655,3,26,139,-,1,240,194,-,,,,,-,-,-,-,-,-,1,500,1,5
2013,동대문구,586,"5,885",5,"2,119",14,"1,605",229,589,6,801,3,26,141,-,1,240,185,-,,,,,-,-,-,-,-,-,1,500,1,5
2014,동대문구,589,"5,907",5,"2,051",13,"1,501",233,624,7,960,3,26,143,-,1,240,182,-,,,,,-,-,-,-,-,-,1,500,1,5
2015,동대문구,593,"6,022",5,"2,051",13,"1,416",235,504,8,"1,275",3,26,152,-,1,240,174,5,,,,,-,-,-,-,-,-,1,500,1,5
2016,동대문구,599,"6,233",5,"2,050",13,"1,364",239,566,9,"1,468",3,26,153,-,1,240,174,14,,,,,-,-,-,-,-,-,1,500,1,5
2017,동대문구,605,"6,349",5,"2,035",14,"1,608",240,512,9,"1,480",3,26,154,-,1,183,177,-,,,,,-,-,-,-,-,-,1,500,1,5
2018,동대문구,603,"5,688",5,"2,002",14,"1,608",251,474,8,"1,390",3,26,156,-,1,183,164,-,,,,,-,-,-,-,-,-,-,-,1,5
2019,동대문구,607,"5,617",4,"1,700",14,"1,640",260,485,9,"1,578",4,26,157,-,1,183,157,-,,,,,-,-,-,-,-,-,-,-,1,5
