Year,sigName,용도별,분류별,합계,합계,합계,합계,합계,합계,합계,신축,신축,신축,신축,신축,신축,신축,증축개축이전대수선,증축개축이전대수선,증축개축이전대수선,증축개축이전대수선,증축개축이전대수선,증축개축이전대수선,증축개축이전대수선,용도변경,용도변경,용도변경,용도변경,용도변경,용도변경,용도변경
Year,sigName,용도별,분류별,계,조적,철골철근,나무,기타,콘크리트,철골,계,조적,철골철근,나무,기타,콘크리트,철골,계,조적,철골철근,나무,기타,콘크리트,철골,계,조적,철골철근,나무,기타,콘크리트,철골
2007,서울시,계,동수,"12,068","2,084",389,375,74,"8,240",906,"4,873",41,81,11,3,"4,375",362,"2,342",712,86,40,43,"1,008",453,"4,853","1,331",222,324,28,"2,857",91
2007,서울시,계,연면적,"47,660,683.89","289,101.75","12,913,653.15","20,907.46","18,325.28","33,365,022.39","1,053,673.86","10,187,156.1","2,621.47","1,303,049.17","2,562.59",449.87,"8,370,694.54","507,778.46","10,677,243.99","83,895.76","3,828,388.43","2,761.39","4,820.55","6,582,926.72","174,451.14","26,796,283.8","202,584.52","7,782,215.55","15,583.48","13,054.86","18,411,401.13","371,444.26"
2007,서울시,주거용,동수,"4,247",674,16,45,35,"3,328",149,"3,019",14,13,9,1,"2,942",40,888,498,1,16,31,237,105,340,162,2,20,3,149,4
2007,서울시,주거용,연면적,"5,696,010.97","77,148.31","855,958.04","3,473.71","3,917.19","4,739,646.58","15,867.14","4,927,521.68",827.07,"448,165.1","2,104.35",382.22,"4,471,392.62","4,650.32","655,294.01","54,619.08","385,944.25",694.85,"3,209.2","201,674.67","9,151.96","113,195.28","21,702.16","21,848.69",674.51,325.77,"66,579.29","2,064.86"
2007,서울시,상업용,동수,"6,539","1,262",278,300,34,"4,044",621,"1,516",20,52,1,1,"1,171",271,"1,160",165,66,20,9,625,275,"3,863","1,077",160,279,24,"2,248",75
2007,서울시,상업용,연면적,"34,690,231.68","165,804.88","10,356,170.14","14,427.02","14,252.11","23,266,340.39","873,237.14","3,205,098.81","1,430.76","707,192.31",133.38,13.5,"2,067,880.98","428,447.88","8,916,246.99","21,473.93","3,204,123.83",962.35,"1,565.82","5,601,811.96","86,309.1","22,568,885.88","142,900.19","6,444,854","13,331.29","12,672.79","15,596,647.45","358,480.16"
2007,서울시,농림수산업용,동수,6,1,-,-,-,1,4,3,-,-,-,-,1,2,3,1,-,-,-,-,2,-,-,-,-,-,-,-
2007,서울시,농림수산업용,연면적,"6,265.93",42.1,-,-,-,"3,522.98","2,700.85","5,694.45",-,-,-,-,"3,522.98","2,171.47",571.48,42.1,-,-,-,-,529.38,-,-,-,-,-,-,-
2007,서울시,공업용,동수,126,12,5,16,2,54,37,33,1,4,-,-,19,9,38,4,-,-,1,8,25,55,7,1,16,1,27,3
2007,서울시,공업용,연면적,"1,054,277.53","1,307.94","98,443.08","1,209.8",68.3,"914,964.75","38,283.66","691,770.1",7.5,"97,956.17",-,-,"581,965.17","11,841.26","26,477.93",396.04,-,-,12,"5,174.09","20,895.8","336,029.5",904.4,486.91,"1,209.8",56.3,"327,825.49","5,546.6"
2007,서울시,공공용,동수,23,1,2,-,-,19,1,14,1,-,-,-,13,-,6,-,1,-,-,4,1,3,-,1,-,-,2,-
2007,서울시,공공용,연면적,"112,429.42",10.3,"9,380",-,-,"87,869.33","15,169.79","62,971.22",10.3,-,-,-,"62,960.92",-,"46,877.16",-,"9,304.9",-,-,"22,402.47","15,169.79","2,581.04",-,75.1,-,-,"2,505.94",-
2007,서울시,문교용/사회용,동수,913,109,85,5,2,664,48,134,1,11,1,-,113,8,230,40,17,4,2,134,33,549,68,57,-,-,417,7
2007,서울시,문교용/사회용,연면적,"5,048,611.37","42,763.48","1,575,879.11","1,429.05",33.44,"3,336,108.64","92,397.65","315,744.81",264.03,"49,460.85",324.86,-,"214,365.93","51,329.14","1,024,578.35","6,273.07","228,663.01","1,104.19",33.44,"751,863.53","36,641.11","3,708,288.21","36,226.38","1,297,755.25",-,-,"2,369,879.18","4,427.4"
2007,서울시,기타,동수,214,25,3,9,1,130,46,154,4,1,-,1,116,32,17,4,1,-,-,-,12,43,17,1,9,-,14,2
2007,서울시,기타,연면적,"1,052,856.9","2,024.74","17,822.78",367.88,54.15,"1,016,569.72","16,017.63","978,355.03",81.81,274.74,-,54.15,"968,605.94","9,338.39","7,197.98","1,091.54",352.44,-,-,-,"5,754","67,303.89",851.39,"17,195.6",367.88,-,"47,963.78",925.24
2007,본청,계,동수,142,-,4,-,-,137,1,134,-,4,-,-,129,1,8,-,-,-,-,8,-,-,-,-,-,-,-,-
2007,본청,계,연면적,"2,869,597.09",-,"565,928.49",-,-,"1,997,734.35","305,934.25","2,657,213.77",-,"565,928.49",-,-,"1,785,351.03","305,934.25","212,383.32",-,-,-,-,"212,383.32",-,-,-,-,-,-,-,-
2007,본청,주거용,동수,121,-,2,-,-,119,-,120,-,2,-,-,118,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-
2007,본청,주거용,연면적,"1,165,705.01",-,"201,984.98",-,-,"963,720.03",-,"1,033,364.45",-,"201,984.98",-,-,"831,379.47",-,"132,340.56",-,-,-,-,"132,340.56",-,-,-,-,-,-,-,-
2007,본청,상업용,동수,7,-,2,-,-,4,1,7,-,2,-,-,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007,본청,상업용,연면적,"1,576,952.77",-,"363,943.51",-,-,"907,075.01","305,934.25","1,576,952.77",-,"363,943.51",-,-,"907,075.01","305,934.25",-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007,본청,공공용,동수,7,-,-,-,-,7,-,7,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007,본청,공공용,연면적,"46,896.56",-,-,-,-,"46,896.56",-,"46,896.56",-,-,-,-,"46,896.56",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007,본청,문교용/사회용,동수,7,-,-,-,-,7,-,-,-,-,-,-,-,-,7,-,-,-,-,7,-,-,-,-,-,-,-,-
2007,본청,문교용/사회용,연면적,"80,042.76",-,-,-,-,"80,042.76",-,-,-,-,-,-,-,-,"80,042.76",-,-,-,-,"80,042.76",-,-,-,-,-,-,-,-
2007,종로구,계,동수,491,87,23,72,2,283,24,134,6,4,4,-,109,11,107,30,3,9,-,55,10,250,51,16,59,2,119,3
