Year,sigName,용도별,분류별,합계,합계,합계,합계,합계,합계,합계,신축,신축,신축,신축,신축,신축,신축,증축개축이전대수선,증축개축이전대수선,증축개축이전대수선,증축개축이전대수선,증축개축이전대수선,증축개축이전대수선,증축개축이전대수선,용도변경,용도변경,용도변경,용도변경,용도변경,용도변경,용도변경
Year,sigName,용도별,분류별,계,조적,철골철근,나무,기타,콘크리트,철골,계,조적,철골철근,나무,기타,콘크리트,철골,계,조적,철골철근,나무,기타,콘크리트,철골,계,조적,철골철근,나무,기타,콘크리트,철골
2012,서울시,계,동수,"12,402","1,143",502,215,-,"9,892",650,"6,016",13,67,37,-,"5,727",172,"2,304",471,114,56,-,"1,299",364,"4,082",659,321,122,-,"2,866",114
2012,서울시,계,연면적,"73,751,193","121,506","16,411,940","14,333",-,"56,053,303","1,150,111","8,003,391",996,"600,328","4,942",-,"7,299,632","97,493","5,762,753","33,009","3,119,570","4,146",-,"2,221,941","384,087","59,985,049","87,501","12,692,042","5,245",-,"46,531,730","668,531"
2012,서울시,주거용,동수,"5,822",395,26,64,-,"5,256",81,"4,787",9,14,23,-,"4,723",18,573,240,8,25,-,246,54,462,146,4,16,-,287,9
2012,서울시,주거용,연면적,"3,912,667","34,736","396,113","5,979",-,"3,465,325","10,514","3,223,654",786,"5,780","3,042",-,"3,211,509","2,537","476,653","13,824","387,830","2,417",-,"67,590","4,992","212,360","20,126","2,503",520,-,"186,226","2,985"
2012,서울시,상업용,동수,"5,208",680,355,138,-,"3,605",430,996,4,43,7,-,813,129,"1,313",199,76,29,-,787,222,"2,899",477,236,102,-,"2,005",79
2012,서울시,상업용,연면적,"61,188,286","78,454","14,169,278","6,587",-,"46,031,644","902,323","3,067,785",210,"472,296","1,157",-,"2,509,962","84,160","3,909,976","18,577","2,194,312","1,333",-,"1,373,773","321,981","54,210,525","59,667","11,502,670","4,097",-,"42,147,909","496,182"
2012,서울시,농림수산업용,동수,3,1,-,-,-,-,2,2,-,-,-,-,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-
2012,서울시,농림수산업용,연면적,877,-,-,-,-,-,877,877,-,-,-,-,-,877,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,서울시,공업용,동수,69,2,1,1,-,46,19,16,-,-,-,-,14,2,22,-,1,-,-,7,14,31,2,-,1,-,25,3
