Year,sigName,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분
Year,sigName,용도지역총합계,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,상업지역,상업지역,상업지역,상업지역,상업지역,공업지역,공업지역,녹지지역,녹지지역,녹지지역,녹지지역,주거지역,주거지역,주거지역
Year,sigName,용도지역총합계,소계,전용주거지역,전용주거지역,전용주거지역,일반주거지역,일반주거지역,일반주거지역,일반주거지역,준주거지역,소계,일반,근린,유통,중심,소계,준공업,소계,보전,생산,자연,전용주거지역,일반주거지역,일반주거지역
Year,sigName,용도지역총합계,소계,전용주거지역 소계,제1종전용,제2종전용,일반주거지역 소계,제1종일반,제2종일반,제3종일반,준주거지역,소계,일반,근린,유통,중심,소계,준공업,소계,보전,생산,자연,전용주거지역 계,일반주거지역 계,제2종일반(7층이하)
2003,서대문구,"17,600,000","15,461,549","300,000","300,000",-,"14,888,781","6,714,138","5,360,807","2,813,837","272,768","210,050","200,050","10,000",-,-,-,-,"1,928,401",-,-,"1,928,401",,,
2004,서대문구,"17,600,000","15,469,950","300,000","300,000",-,"14,897,182","6,711,199","5,370,587","2,815,395","272,768","210,050","200,050","10,000",-,-,-,-,"1,920,000",-,-,"1,920,000",,,
2005,서대문구,"17,670,054","15,531,603","300,000","300,000",-,"14,915,847","6,679,739","5,419,544","2,816,565","315,756","210,050","200,050","10,000",-,-,-,-,"1,928,401",-,-,"1,928,401",,,
2006,서대문구,"17,600,000","15,498,794","332,108","332,108",-,"14,850,930","6,679,739","5,354,627","2,816,564","315,756","205,650","200,050","5,600",-,-,-,-,"1,895,556",-,-,"1,895,556",,,
2007,서대문구,"17,600,000","15,465,949","299,104","299,104",-,"14,851,969","6,654,106","5,301,722","2,896,141","314,876","205,650","200,050","5,600",-,-,-,-,"1,928,401",-,-,"1,928,401",,,
2008,서대문구,"17,600,000","15,465,949","299,104","299,104",-,"14,855,224","6,629,157","5,327,464","2,898,603","311,621","205,650","200,050","5,600",-,-,-,-,"1,928,401",-,-,"1,928,401",,,
2009,서대문구,"17,600,000","15,498,794","299,104","299,104",-,"14,888,069","6,590,782","5,416,567","2,880,720","311,621","205,650","200,050","5,600",-,-,-,-,"1,895,556",-,-,"1,895,556",,,
2010,서대문구,"17,600,000","15,498,794","299,104","299,104",-,"14,878,447","6,581,545","5,425,769","2,871,133","321,243","205,650","200,050","5,600",-,-,-,-,"1,895,556",-,-,"1,895,556",,,
2011,서대문구,"17,600,000","15,498,794","299,104","299,104",-,"14,878,447","6,581,507","5,425,807","2,871,133","321,243","205,650","200,050","5,600",-,-,-,-,"1,895,556",-,-,"1,895,556",,,
2012,서대문구,"17,600,000","15,498,794","299,104","299,104",-,"14,878,447","6,580,925","5,356,748","2,940,774","321,243","205,650","200,050","5,600",-,-,-,-,"1,895,556",-,-,"1,895,556",,,
2013,서대문구,"17,600,000","15,498,794","299,104","299,104",-,"14,878,447","6,583,923","5,353,750","2,940,774","321,243","205,650","200,050","5,600",-,-,-,-,"1,895,556",-,-,"1,895,556",,,
2014,서대문구,"17,600,000","15,498,794","299,104","299,104",-,"14,878,447","6,583,885","5,374,169","2,920,393","321,243","205,650","200,050","5,600",-,-,-,-,"1,895,556",-,-,"1,895,556",,,
2015,서대문구,"17,685,973","15,439,372",,"354,625",-,,"6,589,067","2,864,108","2,887,771","349,667","283,546","274,391","9,155",-,-,-,-,"1,963,055",-,-,"1,963,055","354,625","14,735,080","2,394,134"
2016,서대문구,"17,685,973","15,439,372",,"354,625",-,,"6,589,067","2,864,143","2,897,358","340,045","283,546","274,391","9,155",-,-,-,-,"1,963,055",-,-,"1,963,055","354,625","14,744,702","2,394,134"
2017,서대문구,"17,685,973","15,439,372",,"354,625",-,,"6,589,067","2,864,143","2,891,946","345,457","283,546","274,391","9,155",-,-,-,-,"1,963,055",-,-,"1,963,055","354,625","14,739,290","2,394,134"
2018,서대문구,"17,685,973","15,439,372",,"354,625",-,,"6,589,067","2,864,143","2,891,946","345,457","283,546","274,391","9,155",-,-,-,-,"1,963,055",-,-,"1,963,055","354,625","14,739,290","2,394,134"
2019,서대문구,"17,685,973","15,439,372",,"354,625",-,,"6,589,067","2,864,143","2,891,946","345,457","283,546","274,391","9,155",-,-,-,-,"1,963,055",-,-,"1,963,055","354,625","14,739,290","2,394,134"
