Year,sigName,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분
Year,sigName,용도지역총합계,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,상업지역,상업지역,상업지역,상업지역,상업지역,공업지역,공업지역,녹지지역,녹지지역,녹지지역,녹지지역,주거지역,주거지역,주거지역
Year,sigName,용도지역총합계,소계,전용주거지역,전용주거지역,전용주거지역,일반주거지역,일반주거지역,일반주거지역,일반주거지역,준주거지역,소계,일반,근린,유통,중심,소계,준공업,소계,보전,생산,자연,전용주거지역,일반주거지역,일반주거지역
Year,sigName,용도지역총합계,소계,전용주거지역 소계,제1종전용,제2종전용,일반주거지역 소계,제1종일반,제2종일반,제3종일반,준주거지역,소계,일반,근린,유통,중심,소계,준공업,소계,보전,생산,자연,전용주거지역 계,일반주거지역 계,제2종일반(7층이하)
2003,강동구,"24,580,000","12,112,767",-,-,-,"11,873,590","303,690","8,266,467","3,303,433","239,177","557,233","495,967","61,266",-,-,-,-,"11,910,000",-,-,"11,910,000",,,
2004,강동구,"24,580,000","12,773,858",-,-,-,"12,534,681","332,792","8,891,427","3,310,463","239,177","579,729","518,463","61,266",-,-,-,-,"11,226,413",-,-,"11,226,413",,,
2005,강동구,"24,580,000","12,773,858",-,-,-,"12,534,681","365,850","8,858,368","3,310,463","239,177","579,729","518,463","61,266",-,-,-,-,"11,226,413",-,-,"11,226,413",,,
2006,강동구,"24,580,000","13,113,711",-,-,-,"12,791,063","893,071","8,228,078","3,669,914","322,648","579,729","518,463","61,266",-,-,-,-,"10,886,560",-,-,"10,886,560",,,
2007,강동구,"24,580,000","13,113,710",-,-,-,"12,791,062","893,071","8,228,077","3,669,914","322,648","579,729","518,463","61,266",-,-,-,-,"10,886,561",-,-,"10,886,561",,,
2008,강동구,"24,580,000","13,113,811",-,-,-,"12,791,107","893,116","8,228,077","3,669,914","322,704","579,673","518,407","61,266",-,-,-,-,"10,886,516",-,-,"10,886,516",,,
2009,강동구,"24,580,000","13,113,811",-,-,-,"12,788,989","904,613","8,216,580","3,667,796","324,822","579,673","518,407","61,266",-,-,-,-,"10,886,516",-,-,"10,886,516",,,
2010,강동구,"24,580,000","13,113,811",-,-,-,"12,788,989","941,891","8,139,694","3,707,404","324,822","579,673","518,407","61,266",-,-,-,-,"10,886,516",-,-,"10,886,516",,,
2011,강동구,"24,580,000","13,113,811",-,-,-,"12,788,989","939,148","8,142,437","3,707,404","324,822","579,673","518,407","61,266",-,-,-,-,"10,886,516",-,-,"10,886,516",,,
2012,강동구,"24,580,000","13,160,584","46,773","46,773",-,"12,789,005","939,148","8,133,776","3,716,081","324,806","579,673","518,407","61,266",-,-,-,-,"10,839,743",-,-,"10,839,743",,,
2013,강동구,"24,580,000","14,051,893","46,773","46,773",-,"13,450,845","921,799","8,221,455","4,307,591","554,275","604,653","518,407","86,246",-,-,-,-,"9,923,454",-,-,"9,923,454",,,
2014,강동구,"24,580,000","14,039,819","46,773","46,773",-,"13,438,770","940,424","8,190,755","4,307,591","554,276","604,575","518,329","86,246",-,-,-,-,"9,935,606",-,-,"9,935,606",,,
2015,강동구,"24,556,203","12,972,507",,"46,719",-,,"808,511","5,541,508","3,887,370","544,456","673,622","575,847","97,775",-,-,-,-,"10,910,074",-,-,"10,910,074","46,719","12,381,332","2,143,943"
2016,강동구,"24,556,203","12,972,507",,"46,719",-,,"808,511","5,541,508","3,887,370","544,456","673,622","575,847","97,775",-,-,-,-,"10,910,074",-,-,"10,910,074","46,719","12,381,332","2,143,943"
2017,강동구,"24,556,203","12,972,507",,"46,719",-,,"794,333","5,561,509","3,902,005","544,456","673,622","575,847","97,775",-,-,-,-,"10,910,074",-,-,"10,910,074","46,719","12,381,332","2,123,485"
2018,강동구,"24,556,203","12,966,784",,"46,719",-,,"794,333","5,561,509","3,896,282","544,456","679,345","581,570","97,775",-,-,-,-,"10,910,074",-,-,"10,910,074","46,719","12,375,609","2,123,485"
2019,강동구,"24,556,203","12,965,432",,"46,719",-,,"794,333","5,561,509","3,894,930","544,456","680,697","582,922","97,775",-,-,-,-,"10,910,074",-,-,"10,910,074","46,719","12,374,257","2,123,485"
