"('Year',)","('sigName',)","('재정자립도',)"
2004,서울시,…
2004,본청,94.5
2004,종로구,68.2
2004,중구,92.7
2004,용산구,53
2004,성동구,34.5
2004,광진구,37.6
2004,동대문구,36.4
2004,중랑구,30.3
2004,성북구,43.1
2004,강북구,27.9
2004,도봉구,38.3
2004,노원구,29.5
2004,은평구,30.9
2004,서대문구,39.6
2004,마포구,40.6
2004,양천구,44.6
2004,강서구,43.8
2004,구로구,39.3
2004,금천구,32.9
2004,영등포구,73.5
2004,동작구,43.3
2004,관악구,33.1
2004,서초구,91.4
2004,강남구,91.4
2004,송파구,74.1
2004,강동구,41.2
