"('Year', 'Year')","('sigName', 'sigName')","('계', '계')","('운영주체별', '공공공연장')","('운영주체별', '민간공연장')","('규모별', '대공연장(1000석~)')","('규모별', '일반공연장(300~999석)')","('규모별', '소공연장(300석미만)')"
1999,합계,87,…,…,9,17,61
1999,종로구,35,…,…,1,2,32
1999,중구,10,…,…,2,5,3
1999,용산구,6,…,…,1,3,2
1999,성동구,-,…,…,-,-,-
1999,광진구,4,…,…,1,1,2
1999,동대문구,-,…,…,-,-,-
1999,중랑구,1,…,…,-,-,1
1999,성북구,-,…,…,-,-,-
1999,강북구,-,…,…,-,-,-
1999,도봉구,-,…,…,-,-,-
1999,노원구,-,…,…,-,-,-
1999,은평구,1,…,…,-,1,-
1999,서대문구,3,…,…,-,2,1
1999,마포구,4,…,…,-,-,4
1999,양천구,-,…,…,-,-,-
1999,강서구,1,…,…,-,-,1
1999,구로구,-,…,…,-,-,-
1999,금천구,-,…,…,-,-,-
1999,영등포구,-,…,…,-,-,-
1999,동작구,-,…,…,-,-,-
1999,관악구,1,…,…,1,-,-
1999,서초구,4,…,…,2,-,2
1999,강남구,4,…,…,-,1,3
1999,송파구,13,…,…,1,2,10
1999,강동구,-,…,…,-,-,-
