"('Year', 'Year')","('sigName', 'sigName')","('계', '계')","('운영주체별', '공공공연장')","('운영주체별', '민간공연장')","('규모별', '대공연장(1000석~)')","('규모별', '일반공연장(300~999석)')","('규모별', '소공연장(300석미만)')"
2001,합계,106,…,…,10,36,60
2001,종로구,33,…,…,1,5,27
2001,중구,12,…,…,1,7,4
2001,용산구,3,…,…,-,3,-
2001,성동구,2,…,…,-,2,-
2001,광진구,7,…,…,3,1,3
2001,동대문구,-,…,…,-,-,-
2001,중랑구,1,…,…,-,1,-
2001,성북구,3,…,…,-,1,2
2001,강북구,-,…,…,-,-,-
2001,도봉구,1,…,…,-,1,-
2001,노원구,4,…,…,1,1,2
2001,은평구,1,…,…,-,1,-
2001,서대문구,6,…,…,-,2,4
2001,마포구,3,…,…,-,-,3
2001,양천구,3,…,…,-,1,2
2001,강서구,1,…,…,-,1,-
2001,구로구,1,…,…,-,1,-
2001,금천구,-,…,…,-,-,-
2001,영등포구,3,…,…,1,-,2
2001,동작구,1,…,…,-,1,-
2001,관악구,-,…,…,-,-,-
2001,서초구,4,…,…,2,2,-
2001,강남구,4,…,…,1,1,2
2001,송파구,12,…,…,-,3,9
2001,강동구,1,…,…,-,1,-
