"('Year', 'Year')","('sigName', 'sigName')","('계', '계')","('운영주체별', '공공공연장')","('운영주체별', '민간공연장')","('규모별', '대공연장(1000석~)')","('규모별', '일반공연장(300~999석)')","('규모별', '소공연장(300석미만)')"
2007,합계,178,60,118,13,65,100
2007,종로구,68,8,60,1,12,55
2007,중구,21,9,12,2,14,5
2007,용산구,1,1,-,-,1,-
2007,성동구,1,1,-,-,1,-
2007,광진구,10,3,7,3,5,2
2007,중랑구,1,1,-,-,1,-
2007,성북구,3,3,-,-,-,3
2007,강북구,1,1,-,-,1,-
2007,도봉구,4,4,-,-,2,2
2007,노원구,5,3,2,1,1,3
2007,서대문구,1,-,1,-,1,-
2007,마포구,6,1,5,-,1,5
2007,양천구,2,2,-,-,2,-
2007,강서구,1,1,-,-,1,-
2007,구로구,3,2,1,-,3,-
2007,금천구,2,2,-,-,-,2
2007,영등포구,3,1,2,1,1,1
2007,관악구,1,1,-,-,1,-
2007,서초구,14,8,6,2,8,4
2007,강남구,22,6,16,2,5,15
2007,송파구,7,1,6,1,3,3
2007,강동구,1,1,-,-,1,-
