"('Year', 'Year')","('sigName', 'sigName')","('계', '계')","('운영주체별', '공공공연장')","('운영주체별', '민간공연장')","('규모별', '대공연장(1000석~)')","('규모별', '일반공연장(300~999석)')","('규모별', '소공연장(300석미만)')"
2013,합계,304,88,216,19,104,181
2013,종로구,105,11,94,1,22,82
2013,중구,30,12,18,2,17,11
2013,용산구,6,5,1,2,3,1
2013,성동구,3,2,1,-,2,1
2013,광진구,15,4,11,3,8,4
2013,중랑구,1,1,-,-,1,-
2013,성북구,6,5,1,-,2,4
2013,강북구,3,3,-,-,2,1
2013,도봉구,3,3,-,-,1,2
2013,노원구,4,3,1,1,1,2
2013,은평구,1,1,-,-,1,-
2013,서대문구,6,1,5,-,3,3
2013,마포구,28,2,26,-,4,24
2013,양천구,4,2,2,-,3,1
2013,강서구,1,1,-,-,1,-
2013,구로구,6,2,4,1,3,2
2013,금천구,4,3,1,-,2,2
2013,영등포구,7,2,5,1,5,1
2013,동작구,1,-,1,-,1,-
2013,관악구,1,1,-,-,1,-
2013,서초구,22,11,11,3,9,10
2013,강남구,29,5,24,2,6,21
2013,송파구,13,5,8,3,4,6
2013,강동구,5,3,2,-,2,3
