"('Year', 'Year')","('sigName', 'sigName')","('계', '계')","('운영주체별', '공공공연장')","('운영주체별', '민간공연장')","('규모별', '대공연장(1000석~)')","('규모별', '일반공연장(300~999석)')","('규모별', '소공연장(300석미만)')"
2010,합계,222,76,146,16,84,122
2010,종로구,79,11,68,1,16,62
2010,중구,27,12,15,2,18,7
2010,용산구,1,1,-,-,1,-
2010,성동구,1,1,-,-,1,-
2010,광진구,12,4,8,3,6,3
2010,중랑구,1,1,-,-,1,-
2010,성북구,5,5,-,-,2,3
2010,강북구,3,3,-,-,1,2
2010,도봉구,4,4,-,-,2,2
2010,노원구,4,2,2,1,1,2
2010,은평구,1,1,-,-,1,-
2010,서대문구,4,-,4,-,3,1
2010,마포구,9,2,7,1,1,7
2010,양천구,3,2,1,-,3,-
2010,강서구,1,1,-,-,1,-
2010,구로구,3,2,1,-,3,-
2010,금천구,4,4,-,-,2,2
2010,영등포구,6,2,4,1,4,1
2010,관악구,1,1,-,-,1,-
2010,서초구,14,8,6,3,7,4
2010,강남구,29,7,22,2,6,21
2010,송파구,8,1,7,2,3,3
2010,강동구,2,1,1,-,-,2
