"('Year', 'Year')","('sigName', 'sigName')","('계', '계')","('운영주체별', '공공공연장')","('운영주체별', '민간공연장')","('규모별', '대공연장(1000석~)')","('규모별', '일반공연장(300~999석)')","('규모별', '소공연장(300석미만)')"
2000,합계,96,…,…,8,27,61
2000,종로구,36,…,…,1,3,32
2000,중구,10,…,…,1,6,3
2000,용산구,6,…,…,1,3,2
2000,성동구,-,…,…,-,-,-
2000,광진구,4,…,…,1,1,2
2000,동대문구,-,…,…,-,-,-
2000,중랑구,2,…,…,-,1,1
2000,성북구,-,…,…,-,-,-
2000,강북구,1,…,…,-,1,-
2000,도봉구,-,…,…,-,-,-
2000,노원구,1,…,…,-,1,-
2000,은평구,1,…,…,-,1,-
2000,서대문구,3,…,…,-,2,1
2000,마포구,6,…,…,-,2,4
2000,양천구,1,…,…,-,1,-
2000,강서구,1,…,…,-,-,1
2000,구로구,1,…,…,-,1,-
2000,금천구,-,…,…,-,-,-
2000,영등포구,-,…,…,-,-,-
2000,동작구,-,…,…,-,-,-
2000,관악구,1,…,…,1,-,-
2000,서초구,5,…,…,2,1,2
2000,강남구,6,…,…,1,2,3
2000,송파구,11,…,…,-,1,10
2000,강동구,-,…,…,-,-,-
