"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('예산총괄규모', '예산현액', '계')","('예산총괄규모', '예산현액', '일반회계')","('예산총괄규모', '예산현액', '특별회계')","('예산총괄규모', '세입', '계')","('예산총괄규모', '세입', '일반회계')","('예산총괄규모', '세입', '특별회계')","('예산총괄규모', '세출', '계')","('예산총괄규모', '세출', '일반회계')","('예산총괄규모', '세출', '특별회계')"
2013,합계,"35,014,068","25,973,651","9,040,416","35,082,068","25,856,594","9,225,474","32,259,078","24,373,751","7,885,326"
2013,본청,"24,355,835","16,000,772","8,355,063","24,438,432","15,944,023","8,494,409","23,055,476","15,469,834","7,585,642"
2013,자치구,"10,658,233","9,972,879","685,353","10,643,636","9,912,571","731,065","9,203,602","8,903,917","299,685"
2013,종로구,"356,027","316,888","39,139","359,062","316,999","42,063","276,796","268,655","8,141"
2013,중구,"352,037","296,587","55,450","352,268","296,489","55,779","266,388","253,408","12,980"
2013,용산구,"316,679","279,676","37,003","322,163","284,888","37,275","263,368","251,963","11,405"
2013,성동구,"359,439","340,049","19,390","363,400","340,777","22,623","316,081","300,812","15,269"
2013,광진구,"348,616","333,422","15,195","354,256","338,577","15,679","303,025","296,191","6,834"
2013,동대문구,"425,289","393,024","32,265","405,912","374,715","31,197","354,936","341,657","13,279"
2013,중랑구,"402,572","390,080","12,492","397,330","384,352","12,978","362,381","353,572","8,809"
2013,성북구,"469,618","446,305","23,313","467,649","443,495","24,154","413,457","408,911","4,546"
2013,강북구,"401,113","385,912","15,201","403,292","387,815","15,477","351,950","342,225","9,725"
2013,도봉구,"368,817","357,791","11,026","371,500","360,198","11,302","317,518","313,498","4,020"
2013,노원구,"582,125","567,085","15,040","573,524","556,745","16,779","516,746","509,260","7,486"
2013,은평구,"467,486","452,122","15,364","465,595","449,442","16,153","421,764","413,603","8,161"
2013,서대문구,"360,439","349,771","10,668","355,143","339,616","15,527","309,680","304,195","5,486"
2013,마포구,"436,512","370,036","66,476","444,083","376,479","67,604","347,872","333,489","14,383"
2013,양천구,"462,143","421,713","40,430","449,936","409,431","40,505","372,022","364,411","7,611"
2013,강서구,"542,365","520,802","21,563","533,186","511,569","21,617","488,217","469,957","18,260"
2013,구로구,"428,899","409,391","19,508","424,684","405,385","19,299","385,270","377,534","7,736"
2013,금천구,"331,894","319,083","12,812","329,992","316,112","13,879","293,187","285,462","7,725"
2013,영등포구,"457,706","411,599","46,107","439,230","393,759","45,472","385,161","357,076","28,085"
2013,동작구,"381,883","361,917","19,966","364,275","344,233","20,042","336,734","323,984","12,750"
2013,관악구,"451,739","425,333","26,406","453,509","425,481","28,028","400,323","389,221","11,102"
2013,서초구,"423,555","385,005","38,550","410,867","371,638","39,229","360,866","351,279","9,587"
2013,강남구,"611,357","571,174","40,182","682,552","618,382","64,170","533,640","504,264","29,376"
2013,송파구,"496,923","471,623","25,300","496,704","471,029","25,675","452,767","432,261","20,506"
2013,강동구,"422,999","396,492","26,507","423,525","394,965","28,559","373,452","357,030","16,422"
