"('Year',)","('sigName',)","('재정자립도',)"
2000,종로구,66.3
2001,종로구,72.3
2002,종로구,75.7
2003,종로구,70.4
2004,종로구,68.2
2005,종로구,73.8
2006,종로구,77.2
2007,종로구,69.8
2008,종로구,72.2
2009,종로구,81.2
2010,종로구,78.5
2011,종로구,72.1
2012,종로구,65.7
2013,종로구,61
2014,종로구,61.1(55.0)
2015,종로구,56.2(50.0)
2016,종로구,54.6(50.4)
2017,종로구,50.8
2018,종로구,47.4
2019,종로구,47.4
2020,종로구,47
