"('Year',)","('sigName',)","('재정자립도',)"
2000,동대문구,33.4
2001,동대문구,37
2002,동대문구,38.8
2003,동대문구,34.5
2004,동대문구,36.4
2005,동대문구,38.3
2006,동대문구,41.3
2007,동대문구,36.9
2008,동대문구,38.7
2009,동대문구,44.5
2010,동대문구,46.2
2011,동대문구,43.1
2012,동대문구,41.6
2013,동대문구,35.9
2014,동대문구,32.9(28.6)
2015,동대문구,29.4(27.0)
2016,동대문구,29.5(27.8)
2017,동대문구,27.2
2018,동대문구,25.6
2019,동대문구,23.8
2020,동대문구,23.2
