"('Year',)","('sigName',)","('재정자립도',)"
2000,도봉구,36.1
2001,도봉구,37.6
2002,도봉구,37.4
2003,도봉구,35.1
2004,도봉구,38.3
2005,도봉구,37.2
2006,도봉구,38.5
2007,도봉구,34.6
2008,도봉구,35.3
2009,도봉구,37.2
2010,도봉구,35.9
2011,도봉구,32.1
2012,도봉구,30.1
2013,도봉구,27.6
2014,도봉구,24.9(21.2)
2015,도봉구,22.8(19.5)
2016,도봉구,23.8(20.4)
2017,도봉구,19.8
2018,도봉구,18.5
2019,도봉구,17.8
2020,도봉구,18.4
