Year,sigName,합계,합계,합계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,자연공원,기타공원,기타공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,기타공원,도시공원,도시공원,도시공원,도시공원,계,계,계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원
Year,sigName,합계,합계,합계,계,계,계,도시자연공원,도시자연공원,도시자연공원,근린공원,근린공원,근린공원,어린이공원,어린이공원,묘지공원,묘지공원,자연공원,자연공원,기타공원,기타공원,어린이공원,체육공원,체육공원,소공원,소공원,역사공원,역사공원,자연공원,기타공원,문화공원,문화공원,수변공원,수변공원,계,계,계,소계,소계,소계,생태공원,생태공원,가로공원,가로공원
Year,sigName,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적,공원수,면적,공원수,면적,(중복),공원수,면적,공원수,면적,공원수,면적,(중복),(중복),공원수,면적,공원수,면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적
2006,합계,"2,097",35,"164,906.0","1,588",27,"109,391.0",20,13,"66,713.0",320,14,"37,604.0","1,184","1,788.0",5,"3,062.0",1,"39,448.0",508,"16,067.0",-,3,53,55,61,1,110,5,3,,,,,,,,,,,,,,
2006,종로구,90,2,"10,656.0",62,1,"6,206.0",2,1,"3,734.0",24,-,"2,402.0",31,69,-,-,-,"4,328.0",28,122,-,-,-,5,1,-,-,1,-,,,,,,,,,,,,,,
2006,중구,52,2,"1,901.0",44,2,"1,853.0",1,-,"1,525.0",7,2,247,25,45,-,-,-,-,8,48,-,1,30,10,6,-,-,-,-,,,,,,,,,,,,,,
2006,용산구,59,2,"2,506.0",44,2,"1,882.0",-,1,"1,373.0",4,1,443,28,45,-,-,-,-,15,624,-,-,-,12,21,-,-,-,-,,,,,,,,,,,,,,
2006,성동구,73,1,"2,808.0",47,1,963,-,-,-,9,1,918,35,41,-,-,-,-,26,"1,845.0",-,1,3,2,1,-,-,-,-,,,,,,,,,,,,,,
2006,광진구,54,2,"3,355.0",38,1,"2,908.0",-,1,"2,307.0",2,-,562,36,39,-,-,-,-,16,447,-,-,-,-,-,-,-,-,1,,,,,,,,,,,,,,
2006,동대문구,67,1,"1,153.0",49,1,909,-,-,-,12,1,851,33,54,-,-,-,-,18,244,-,-,-,4,4,-,-,-,-,,,,,,,,,,,,,,
2006,중랑구,71,-,"4,919.0",46,-,"4,745.0",1,-,"2,801.0",2,-,"1,064.0",42,47,1,833,-,-,25,174,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2006,성북구,81,5,"7,619.0",29,4,"3,915.0",1,1,"2,427.0",4,3,"1,439.0",23,48,-,-,-,"3,643.0",52,61,-,-,-,1,1,-,-,1,-,,,,,,,,,,,,,,
2006,강북구,59,1,"14,289.0",40,1,"1,550.0",-,1,128,2,-,"1,373.0",38,49,-,-,1,"12,559.0",18,180,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2006,도봉구,61,2,"10,442.0",42,1,"1,055.0",-,-,-,2,1,"1,004.0",39,50,-,-,-,"9,191.0",19,196,-,-,-,1,1,-,-,1,-,,,,,,,,,,,,,,
2006,노원구,137,-,"14,055.0",118,-,"13,781.0",2,-,"12,025.0",25,-,"1,600.0",91,156,-,-,-,-,19,274,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2006,은평구,81,3,"14,761.0",54,2,"5,219.0",2,1,"3,324.0",9,1,"1,842.0",40,51,-,-,-,"9,453.0",27,89,-,-,-,3,2,-,-,1,-,,,,,,,,,,,,,,
2006,서대문구,75,3,"5,411.0",41,2,"4,753.0",1,2,"3,450.0",5,-,"1,245.0",35,58,-,-,-,274,34,384,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2006,마포구,82,-,"4,923.0",62,-,"2,061.0",-,-,-,10,-,"1,986.0",50,61,1,13,-,-,20,"2,862.0",-,-,-,1,1,-,-,-,-,,,,,,,,,,,,,,
2006,양천구,110,1,"2,647.0",94,1,"2,232.0",-,1,"1,004.0",18,-,"1,097.0",71,119,-,-,-,-,16,415,-,-,-,5,12,-,-,-,-,,,,,,,,,,,,,,
2006,강서구,137,-,"3,379.0",116,-,"2,644.0",-,-,-,19,-,"2,481.0",96,143,-,-,-,-,21,735,-,1,20,-,-,-,-,-,-,,,,,,,,,,,,,,
2006,구로구,87,1,"3,054.0",42,1,"2,727.0",2,-,"1,686.0",11,1,977,27,62,-,-,-,-,45,327,-,-,-,2,2,-,-,-,-,,,,,,,,,,,,,,
2006,금천구,48,1,"2,183.0",42,1,"2,026.0",-,1,"1,955.0",3,-,33,39,38,-,-,-,-,6,157,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
