Year,sigName,합계,합계,합계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,자연공원,기타공원,기타공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,기타공원,도시공원,도시공원,도시공원,도시공원,계,계,계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원
Year,sigName,합계,합계,합계,계,계,계,도시자연공원,도시자연공원,도시자연공원,근린공원,근린공원,근린공원,어린이공원,어린이공원,묘지공원,묘지공원,자연공원,자연공원,기타공원,기타공원,어린이공원,체육공원,체육공원,소공원,소공원,역사공원,역사공원,자연공원,기타공원,문화공원,문화공원,수변공원,수변공원,계,계,계,소계,소계,소계,생태공원,생태공원,가로공원,가로공원
Year,sigName,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적,공원수,면적,공원수,면적,(중복),공원수,면적,공원수,면적,공원수,면적,(중복),(중복),공원수,면적,공원수,면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적
1993,용산구,23,1,512,22,1,467,-,-,-,4,1,428,18,39,-,-,-,-,1,45,,,,,,,,,,,,,,,,,,,,,,,
1994,용산구,23,1,500,22,1,455,-,-,-,4,1,416,18,39,-,-,-,-,1,45,,,,,,,,,,,,,,,,,,,,,,,
1995,용산구,26,…,"2,736.0",23,-,"1,899.0",-,…,"1,444.0",4,…,416,19,39,-,-,-,-,3,837,…,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1996,용산구,27,2,"2,726.0",24,2,"1,889.0",-,1,"1,432.0",4,1,416,20,41,-,-,-,-,3,837,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1997,용산구,27,2,"2,727.0",24,2,"1,890.0",-,1,"1,432.0",4,1,416,20,42,-,-,-,-,3,837,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1998,용산구,27,2,"2,506.0",24,2,"1,890.0",-,1,"1,432.0",4,1,416,20,42,-,-,-,-,3,616,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1999,용산구,27,2,"2,506.0",24,2,"1,890.0",-,1,"1,432.0",4,1,416,20,42,-,-,-,-,3,616,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2000,용산구,27,2,"2,499.0",24,2,"1,883.0",-,1,"1,432.0",4,1,409,20,42,-,-,-,-,3,616,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2001,용산구,30,2,"2,500.8",24,2,"1,881.8",-,1,"1,397.0",4,1,445,20,39.8,-,-,-,-,6,619,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2002,용산구,37,2,"2,504.0",26,2,"1,882.0",-,1,"1,397.0",4,1,444,22,41,-,-,-,-,11,622,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2003,용산구,41,2,"2,506.0",30,2,"1,884.0",-,1,"1,397.0",4,1,444,26,43,-,-,-,-,11,622,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2004,용산구,42,2,"2,482.0",30,2,"1,860.0",-,1,"1,373.0",4,1,444,26,43,-,-,-,-,12,622,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2005,용산구,46,2,"2,485.0",32,2,"1,862.0",-,1,"1,373.0",4,1,444,28,45,-,-,-,-,14,623,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2006,용산구,59,2,"2,506.0",44,2,"1,882.0",-,1,"1,373.0",4,1,443,28,45,-,-,-,-,15,624,-,-,-,12,21,-,-,-,-,,,,,,,,,,,,,,
2007,용산구,65,(1),"2,551.9",50,(1),"1,928.1",-,-,"1,373.3",7,(1),486.3,30,47.2,-,-,-,-,15,623.8,,-,-,13,21.3,-,-,-,-,-,-,,,,,,,,,,,,
2008,용산구,68,1,"2,564.0",46,1,"1,938.0",-,-,"1,373.0",8,1,500,31,50,-,-,-,-,22,626,,-,-,7,15,-,-,-,-,-,-,-,-,,,,,,,,,,
2009,용산구,77,1,"1,394.6",54,1,767.6,-,-,-,8,1,626.4,32,54.1,-,-,-,-,23,627,,-,-,11,21.9,2,21.9,-,-,1,43.4,-,-,,,,,,,,,,
2010,용산구,77,1,"1,350.2",59,1,770.6,-,-,-,8,1,626.4,32,54.1,-,-,-,-,18,579.6,,-,-,16,24.8,2,21.9,-,-,1,43.4,-,-,,,,,,,,,,
2011,용산구,,,,,,,-,-,-,8,1,626.4,31,54.1,-,-,-,-,22,582.1,,-,-,16,24.8,2,21.9,-,-,1,43.4,-,-,80,1,"1,352.7",58,1,770.6,-,-,,
2012,용산구,,,,,,,-,-,-,8,1,626.4,31,54.1,-,-,-,-,22,582.1,,-,-,16,24.8,2,21.9,-,-,1,43.4,-,-,80,1,"1,352.7",58,1,770.6,-,-,,
