Year,sigName,합계,합계,합계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,자연공원,기타공원,기타공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,기타공원,도시공원,도시공원,도시공원,도시공원,계,계,계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원
Year,sigName,합계,합계,합계,계,계,계,도시자연공원,도시자연공원,도시자연공원,근린공원,근린공원,근린공원,어린이공원,어린이공원,묘지공원,묘지공원,자연공원,자연공원,기타공원,기타공원,어린이공원,체육공원,체육공원,소공원,소공원,역사공원,역사공원,자연공원,기타공원,문화공원,문화공원,수변공원,수변공원,계,계,계,소계,소계,소계,생태공원,생태공원,가로공원,가로공원
Year,sigName,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적,공원수,면적,공원수,면적,(중복),공원수,면적,공원수,면적,공원수,면적,(중복),(중복),공원수,면적,공원수,면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적
1993,중구,26,2,272,26,2,272,-,-,-,5,2,241,21,31,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,
1994,중구,28,2,276,28,2,276,-,-,-,5,2,241,23,35,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,
1995,중구,29,…,"1,804.0",29,-,"1,804.0",1,…,"1,527.0",5,…,242,23,35,-,-,-,-,-,-,…,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1996,중구,29,2,"1,804.0",29,2,"1,804.0",1,-,"1,527.0",5,2,242,23,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1997,중구,29,2,"1,804.0",29,2,"1,804.0",1,-,"1,527.0",4,2,212,23,35,-,-,-,-,-,-,-,1,30,-,-,-,-,-,-,,,,,,,,,,,,,,
1998,중구,29,2,"1,807.0",29,2,"1,807.0",1,-,"1,527.0",4,2,215,23,35,-,-,-,-,-,-,-,1,30,-,-,-,-,-,-,,,,,,,,,,,,,,
1999,중구,30,2,"1,807.7",30,2,"1,807.7",1,-,"1,527.0",4,2,215,24,36,-,-,-,-,-,-,-,1,29.7,-,-,-,-,-,-,,,,,,,,,,,,,,
2000,중구,32,2,"1,822.0",32,2,"1,822.0",1,-,"1,527.0",5,2,228,25,37,-,-,-,-,-,-,-,1,29.7,-,-,-,-,-,-,,,,,,,,,,,,,,
2001,중구,33,2,"1,820.2",32,2,"1,820.2",1,-,"1,525.0",5,2,228,25,37.5,-,-,-,-,1,-,-,1,29.7,-,-,-,-,-,-,,,,,,,,,,,,,,
2002,중구,34,2,"1,823.0",32,2,"1,821.0",1,-,"1,525.0",5,2,229,25,37,-,-,-,-,2,2,-,1,30,-,-,-,-,-,-,,,,,,,,,,,,,,
2003,중구,37,2,"1,840.0",32,2,"1,836.0",1,-,"1,525.0",5,2,244,25,37,-,-,-,-,5,4,-,1,30,-,-,-,-,-,-,,,,,,,,,,,,,,
2004,중구,38,2,"1,841.0",32,2,"1,836.0",1,-,"1,525.0",5,2,244,25,37,-,-,-,-,6,5,-,1,30,-,-,-,-,-,-,,,,,,,,,,,,,,
2005,중구,39,2,"1,887.0",31,2,"1,839.0",1,-,"1,525.0",7,2,247,22,37,-,-,-,-,8,48,-,1,30,-,-,-,-,-,-,,,,,,,,,,,,,,
2006,중구,52,2,"1,901.0",44,2,"1,853.0",1,-,"1,525.0",7,2,247,25,45,-,-,-,-,8,48,-,1,30,10,6,-,-,-,-,,,,,,,,,,,,,,
2007,중구,54,(2),"1,853.5",45,(2),"1,832.4",1,-,"1,525.0",7,(2),226.1,25,44.7,-,-,-,-,9,21.1,,1,29.7,10,4.8,-,-,-,-,1,2.1,,,,,,,,,,,,
2008,중구,56,2,"1,855.0",47,2,"1,834.0",1,-,"1,525.0",7,2,223,23,40,-,-,-,-,9,21,,1,30,14,14,-,-,-,-,1,2,-,-,,,,,,,,,,
2009,중구,60,2,"2,516.7",50,2,"2,467.8",1,-,"1,786.5",9,2,593.2,22,38.6,-,-,-,-,10,48.9,,1,29.7,15,14.2,-,-,-,-,2,5.6,-,-,,,,,,,,,,
2010,중구,65,2,"3,125.3",55,2,"3,076.5",1,-,"1,786.5",10,2,"1,197.4",22,40.6,-,-,-,-,10,48.9,,1,29.7,18,14.6,-,-,-,-,3,7.6,-,-,,,,,,,,,,
2011,중구,,,,,,,1,-,"1,786.5",10,2,"1,197.4",22,40.6,-,-,-,-,11,49.5,,1,29.7,18,14.6,-,-,-,-,5,11.4,-,-,68,2,"3,129.7",57,2,"3,080.2",-,-,,
2012,중구,,,,,,,1,-,"1,786.5",9,2,"1,196.8",18,37.3,-,-,-,-,11,49.6,,1,29.7,23,18.4,-,-,-,-,5,11.4,-,-,68,2,"3,129.8",57,2,"3,080.2",-,-,,
