Year,sigName,합계,합계,합계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,자연공원,기타공원,기타공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,기타공원,도시공원,도시공원,도시공원,도시공원,계,계,계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원
Year,sigName,합계,합계,합계,계,계,계,도시자연공원,도시자연공원,도시자연공원,근린공원,근린공원,근린공원,어린이공원,어린이공원,묘지공원,묘지공원,자연공원,자연공원,기타공원,기타공원,어린이공원,체육공원,체육공원,소공원,소공원,역사공원,역사공원,자연공원,기타공원,문화공원,문화공원,수변공원,수변공원,계,계,계,소계,소계,소계,생태공원,생태공원,가로공원,가로공원
Year,sigName,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적,공원수,면적,공원수,면적,(중복),공원수,면적,공원수,면적,공원수,면적,(중복),(중복),공원수,면적,공원수,면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적
2010,합계,"2,608",34,"169,792.3","2,032",26,"114,473.9",20,13,"65,548.4",390,13,"43,221.4","1,284","2,174.4",4,"2,377.9",1,"39,448.0",575,"15,870.4",,3,66.3,292,358.9,9,334.5,5,3,25,356.1,5,36,,,,,,,,,,
2010,종로구,99,2,"10,900.9",64,1,"6,448.1",2,1,"3,734.1",25,-,"2,531.1",24,61.5,-,-,-,"4,328.0",35,124.9,,-,-,10,6.3,2,109.4,1,-,1,5.8,-,-,,,,,,,,,,
2010,중구,65,2,"3,125.3",55,2,"3,076.5",1,-,"1,786.5",10,2,"1,197.4",22,40.6,-,-,-,-,10,48.9,,1,29.7,18,14.6,-,-,-,-,3,7.6,-,-,,,,,,,,,,
2010,용산구,77,1,"1,350.2",59,1,770.6,-,-,-,8,1,626.4,32,54.1,-,-,-,-,18,579.6,,-,-,16,24.8,2,21.9,-,-,1,43.4,-,-,,,,,,,,,,
2010,성동구,81,1,"2,869.5",56,1,"1,026.9",-,-,-,10,1,955.9,33,58.4,-,-,-,-,25,"1,842.6",,1,2.8,12,9.8,-,-,-,-,-,-,-,-,,,,,,,,,,
2010,광진구,56,2,"3,396.1",42,1,"2,950.0",-,1,"2,307.1",2,-,561.9,35,38.4,-,-,-,-,14,446,,-,-,4,5.2,1,37.4,-,1,-,-,-,-,,,,,,,,,,
2010,동대문구,105,1,"1,237.8",87,1,993.7,-,-,-,13,1,863.1,52,101.6,-,-,-,-,18,244.1,,-,-,22,29.1,-,-,-,-,-,-,-,-,,,,,,,,,,
2010,중랑구,87,-,"5,206.9",56,-,"5,026.4",1,-,"2,800.6",5,-,"1,335.0",44,54.2,1,832.8,-,-,31,180.4,,-,-,5,3.8,-,-,-,-,-,-,-,-,,,,,,,,,,
2010,성북구,127,5,"8,163.7",74,4,"4,462.3",1,1,"2,276.2",13,3,"2,057.4",36,99.4,-,-,-,"3,643.0",53,58.4,,-,-,23,27.6,-,-,1,-,-,-,1,1.8,,,,,,,,,,
2010,강북구,69,1,"14,336.4",48,1,"1,574.4",-,1,128.3,2,-,"1,384.5",40,57.8,-,-,1,"12,601.0",20,161,,-,-,6,3.7,-,-,-,-,-,-,-,-,,,,,,,,,,
2010,도봉구,73,2,"10,500.3",50,1,"1,098.7",-,-,-,2,1,"1,003.6",39,50.3,-,-,-,"9,149.0",23,252.6,,1,33.8,8,11,-,-,1,-,-,-,-,-,,,,,,,,,,
2010,노원구,146,-,"14,125.8",126,-,"13,851.0",2,-,"12,024.3",27,-,"1,626.8",92,171.5,-,-,-,-,20,274.8,,-,-,1,1.8,-,-,-,-,4,26.7,-,-,,,,,,,,,,
2010,은평구,131,3,"15,855.6",89,2,"6,300.4",2,1,"3,324.4",21,1,"2,852.9",47,90.8,-,-,-,"9,440.0",42,115.2,,-,-,19,32.3,-,-,1,-,-,-,-,-,,,,,,,,,,
2010,서대문구,119,3,"5,569.8",76,2,"4,893.6",1,2,"3,449.5",9,-,"1,322.6",44,95.1,-,-,-,287,43,389.1,,-,-,19,15.2,-,-,1,-,3,11.3,-,-,,,,,,,,,,
2010,마포구,132,-,"5,082.2",92,-,"2,209.2",-,-,-,11,-,"2,068.9",55,81.8,1,13.2,-,-,40,"2,873.0",,-,-,17,20.8,1,4.8,-,-,7,19.6,-,-,,,,,,,,,,
2010,양천구,116,1,"2,865.5",98,1,"2,443.0",-,1,"1,003.5",17,-,"1,078.4",71,123.4,-,-,-,-,18,422.6,,-,-,9,19.7,-,-,-,-,1,217.9,-,-,,,,,,,,,,
2010,강서구,162,-,"4,004.1",151,-,"3,236.8",-,-,-,23,-,"3,044.6",125,190.2,-,-,-,-,11,767.3,,-,-,3,1.9,-,-,-,-,-,-,-,-,,,,,,,,,,
