"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('세대', '세대', '세대')","('인구', '합계', '계')","('인구', '합계', '남자')","('인구', '합계', '여자')","('인구', '한국인', '계')","('인구', '한국인', '남자')","('인구', '한국인', '여자')","('인구', '등록외국인', '계')","('인구', '등록외국인', '남자')","('인구', '등록외국인', '여자')","('인구밀도', '인구밀도', '인구밀도(명/㎢)')","('인구밀도', '인구밀도', '면적(㎢)')","('세대당인구', '세대당인구', '세대당인구')","('65세이상고령자', '65세이상고령자', '65세이상고령자')"
2010,합계,"4,224,181","10,575,447","5,236,742","5,338,705","10,312,545","5,111,259","5,201,286","262,902","125,483","137,419","17,473",605.25,2.44,"1,007,572"
2010,종로구,"77,621","179,362","89,252","90,110","170,578","85,182","85,396","8,784","4,070","4,714","7,502",23.91,2.2,"22,458"
2010,중구,"61,468","141,200","70,908","70,292","132,822","66,879","65,943","8,378","4,029","4,349","14,177",9.96,2.16,"17,504"
2010,용산구,"113,204","257,143","125,832","131,311","244,853","119,482","125,371","12,290","6,350","5,940","11,759",21.87,2.16,"30,996"
2010,성동구,"129,644","316,892","158,771","158,121","309,093","155,067","154,026","7,799","3,704","4,095","18,808",16.85,2.38,"32,094"
2010,광진구,"159,675","388,775","192,053","196,722","375,463","186,024","189,439","13,312","6,029","7,283","22,786",17.06,2.35,"32,241"
2010,동대문구,"158,485","379,343","190,317","189,026","366,786","184,874","181,912","12,557","5,443","7,114","26,713",14.2,2.31,"42,669"
2010,중랑구,"176,096","432,302","216,255","216,047","427,455","214,383","213,072","4,847","1,872","2,975","23,373",18.5,2.43,"41,887"
2010,성북구,"201,489","497,692","245,659","252,033","488,932","241,927","247,005","8,760","3,732","5,028","20,260",24.57,2.43,"53,243"
2010,강북구,"142,711","350,007","173,373","176,634","346,520","172,109","174,411","3,487","1,264","2,223","14,824",23.61,2.43,"41,702"
2010,도봉구,"140,603","370,734","183,283","187,451","368,298","182,407","185,891","2,436",876,"1,560","17,908",20.7,2.62,"38,214"
2010,노원구,"228,022","615,425","301,141","314,284","611,230","299,384","311,846","4,195","1,757","2,438","17,367",35.44,2.68,"57,049"
2010,은평구,"196,390","492,925","242,564","250,361","488,109","240,536","247,573","4,816","2,028","2,788","16,601",29.69,2.49,"53,779"
2010,서대문구,"138,473","333,871","162,823","171,048","324,541","158,857","165,684","9,330","3,966","5,364","18,968",17.6,2.34,"39,497"
2010,마포구,"170,531","400,464","195,145","205,319","391,865","191,034","200,831","8,599","4,111","4,488","16,776",23.87,2.3,"41,457"
2010,양천구,"183,718","505,223","251,368","253,855","500,001","249,024","250,977","5,222","2,344","2,878","29,020",17.41,2.72,"39,067"
2010,강서구,"225,313","580,506","286,324","294,182","574,127","283,248","290,879","6,379","3,076","3,303","14,015",41.42,2.55,"50,349"
2010,구로구,"170,317","452,667","229,189","223,478","423,736","214,032","209,704","28,931","15,157","13,774","22,499",20.12,2.49,"39,389"
2010,금천구,"103,412","264,544","135,717","128,827","245,195","125,528","119,667","19,349","10,189","9,160","20,350",13,2.37,"23,995"
2010,영등포구,"171,791","445,648","225,127","220,521","406,833","205,106","201,727","38,815","20,021","18,794","18,141",24.57,2.37,"42,764"
2010,동작구,"167,887","413,814","203,608","210,206","402,709","198,587","204,122","11,105","5,021","6,084","25,312",16.35,2.4,"42,539"
2010,관악구,"247,588","549,736","278,445","271,291","531,434","269,783","261,651","18,302","8,662","9,640","18,592",29.57,2.15,"50,663"
2010,서초구,"170,882","440,021","213,200","226,821","434,720","210,652","224,068","5,301","2,548","2,753","9,361",47,2.54,"37,131"
2010,강남구,"234,345","577,070","277,932","299,138","570,095","274,303","295,792","6,975","3,629","3,346","14,596",39.54,2.43,"44,229"
2010,송파구,"264,364","693,144","339,868","353,276","685,279","336,359","348,920","7,865","3,509","4,356","20,460",33.88,2.59,"53,156"
2010,강동구,"190,152","496,939","248,588","248,351","491,871","246,492","245,379","5,068","2,096","2,972","20,217",24.58,2.59,"39,500"
