"('Year',)","('sigName',)","('재정자립도',)"
2000,성동구,44.7
2001,성동구,42.2
2002,성동구,41
2003,성동구,38
2004,성동구,34.5
2005,성동구,38
2006,성동구,40.7
2007,성동구,39.9
2008,성동구,45.2
2009,성동구,51
2010,성동구,52
2011,성동구,51
2012,성동구,50.4
2013,성동구,48.7
2014,성동구,45.0(32.2)
2015,성동구,39.4(34.5)
2016,성동구,40.0(37.3)
2017,성동구,34.5
2018,성동구,34.1
2019,성동구,32.5
2020,성동구,32.7
