"('Year',)","('sigName',)","('재정자립도',)"
2000,관악구,35
2001,관악구,31.4
2002,관악구,32.6
2003,관악구,31.3
2004,관악구,33.1
2005,관악구,35.7
2006,관악구,36.6
2007,관악구,28.3
2008,관악구,34.2
2009,관악구,34.5
2010,관악구,33.9
2011,관악구,34.3
2012,관악구,34
2013,관악구,33
2014,관악구,31.1(25.3)
2015,관악구,25.3(21.6)
2016,관악구,24.8(20.7)
2017,관악구,20.6
2018,관악구,19.4
2019,관악구,18.7
2020,관악구,19.3
