"('Year',)","('sigName',)","('재정자립도',)"
2000,구로구,47.6
2001,구로구,45.5
2002,구로구,43.4
2003,구로구,40.6
2004,구로구,39.3
2005,구로구,47.1
2006,구로구,43.9
2007,구로구,42.9
2008,구로구,41.4
2009,구로구,40.1
2010,구로구,40.1
2011,구로구,38.7
2012,구로구,36.8
2013,구로구,32.1
2014,구로구,30.9(27.1)
2015,구로구,27.1(25.1)
2016,구로구,26.6(24.8)
2017,구로구,24
2018,구로구,22.5
2019,구로구,21.8
2020,구로구,22.2
