"('Year',)","('sigName',)","('재정자립도',)"
2000,강동구,42.7
2001,강동구,41.8
2002,강동구,43.3
2003,강동구,41.3
2004,강동구,41.2
2005,강동구,53.8
2006,강동구,53.1
2007,강동구,49.2
2008,강동구,53.7
2009,강동구,49
2010,강동구,44.5
2011,강동구,47.7
2012,강동구,44.2
2013,강동구,39.1
2014,강동구,34.9(30.4)
2015,강동구,32.2(29.2)
2016,강동구,33.0(30.2)
2017,강동구,30.1
2018,강동구,31
2019,강동구,22.2
2020,강동구,26.3
