"('Year', 'Year')","('sigName', 'sigName')","('계', '계')","('운영주체별', '공공공연장')","('운영주체별', '민간공연장')","('규모별', '대공연장(1000석~)')","('규모별', '일반공연장(300~999석)')","('규모별', '소공연장(300석미만)')"
2009,합계,206,70,136,14,81,111
2009,종로구,74,11,63,1,16,57
2009,중구,28,12,16,2,18,8
2009,용산구,1,1,-,-,1,-
2009,성동구,1,1,-,-,1,-
2009,광진구,10,3,7,3,5,2
2009,중랑구,1,1,-,-,1,-
2009,성북구,5,5,-,-,2,3
2009,강북구,3,3,-,-,1,2
2009,도봉구,4,4,-,-,2,2
2009,노원구,4,2,2,1,1,2
2009,은평구,1,1,-,-,1,-
2009,서대문구,3,-,3,-,2,1
2009,마포구,8,2,6,-,1,7
2009,양천구,3,2,1,-,3,-
2009,강서구,1,1,-,-,1,-
2009,구로구,4,2,2,-,3,1
2009,금천구,4,4,-,-,1,3
2009,영등포구,6,2,4,1,4,1
2009,관악구,1,1,-,-,1,-
2009,서초구,13,8,5,3,7,3
2009,강남구,22,2,20,2,6,14
2009,송파구,7,1,6,1,3,3
2009,강동구,2,1,1,-,-,2
