Year,sigName,합계,합계,특 1등급,특 1등급,특 2등급,특 2등급,1등급,1등급,2등급,2등급,3등급,3등급,등급미정,등급미정,가족호텔,가족호텔,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,수입실적,수입실적,수입실적,호스텔,호스텔,5성급,5성급,4성급,4성급,3성급,3성급,2성급,2성급,1성급,1성급,소형호텔,소형호텔,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률
Year,sigName,호텔수,객실수,호텔수,객실수,호텔수,객실수,호텔수,객실수,호텔수,객실수,호텔수,객실수,호텔수,객실수,호텔수,객실수,특 1등급,특 2등급,1등급,2등급,3등급,등급미정,가족호텔,합계,객실,부대시설,호텔수,객실수,호텔수,객실수,호텔수,객실수,호텔수,객실수,호텔수,객실수,호텔수,객실수,호텔수,객실수,5성급(특1급),4성급(특2급),3성급(1등급),2성급(2등급),1성급(3등급),호스텔,소형호텔
2017,서울시,399,"53,454",,,,,,,,,,,55,"7,209",17,"2,909",,,,,,59.3,75.2,"2,066,851","1,180,218","886,633",67,"1,751",24,"10,968",46,"11,958",73,"11,302",56,"4,075",54,"3,106",7,176,65.6,72.3,72.4,70.4,52.9,72.5,106
2017,종로구,38,"3,434",,,,,,,,,,,1,83,1,213,,,,,,-,62.9,"56,752","51,983","4,769",17,404,2,487,1,338,7,"1,351",6,416,3,142,-,-,-,74.1,72.5,58.9,35.4,-,-
2017,중구,88,"16,128",,,,,,,,,,,4,400,5,"1,084",,,,,,74.9,83.4,"805,673","472,627","333,046",18,393,6,"3,585",16,"5,223",30,"4,549",7,834,1,35,1,25,62.7,73.9,76.9,85.6,81.6,-,-
2017,용산구,16,"3,750",,,,,,,,,,,2,"1,212",2,488,,,,,,28.6,19.1,"146,629","71,070","75,559",-,-,1,607,2,508,3,608,1,100,4,206,1,21,77.2,75.2,64.4,78.7,41.5,-,67.2
2017,성동구,8,403,,,,,,,,,,,-,-,-,-,,,,,,-,-,894,894,-,2,49,-,-,-,-,-,-,4,254,2,100,-,-,-,-,-,76.7,-,-,-
2017,광진구,9,"1,531",,,,,,,,,,,2,95,-,-,,,,,,71.1,-,"121,282","34,429","86,853",-,-,1,904,1,84,1,116,2,191,2,141,-,-,38.6,-,-,77,60.1,-,-
2017,동대문구,15,"1,463",,,,,,,,,,,5,564,-,-,,,,,,71.3,-,"12,209","11,800",409,3,120,-,-,-,-,2,449,3,224,2,106,-,-,-,-,68.9,89.4,-,62.5,-
2017,중랑구,3,178,,,,,,,,,,,1,49,-,-,,,,,,-,-,"1,707","1,685",22,-,-,-,-,-,-,-,-,2,129,-,-,-,-,-,-,-,54.9,-,-,-
2017,성북구,8,568,,,,,,,,,,,2,95,-,-,,,,,,40.9,-,"1,095","1,074",21,-,-,-,-,2,318,-,-,1,50,3,105,-,-,-,-,-,-,94.3,-,-
2017,강북구,5,388,,,,,,,,,,,2,164,-,-,,,,,,-,-,"1,333","1,333",-,2,148,-,-,-,-,1,76,-,-,-,-,-,-,-,-,80.4,-,-,-,-
2017,도봉구,3,183,,,,,,,,,,,-,-,-,-,,,,,,-,-,81,81,-,-,-,-,-,-,-,-,-,1,72,2,111,-,-,-,-,-,-,9.8,-,-
2017,노원구,1,84,,,,,,,,,,,1,84,-,-,,,,,,49.8,-,815,815,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,은평구,8,390,,,,,,,,,,,2,95,-,-,,,,,,25.2,-,65,65,-,1,38,-,-,-,-,-,-,2,83,2,146,1,28,-,-,-,-,-,-,-
2017,서대문구,7,976,,,,,,,,,,,-,-,1,57,,,,,,-,93.2,"45,606","22,101","23,505",3,56,1,503,1,319,-,-,-,-,1,41,-,-,62,69.1,-,-,-,-,-
