Year,sigName,보도육교,보도육교,보도육교,지하보도,지하보도,지하보도,지하차도,지하차도,지하차도,고가도로,고가도로,고가도로,지하상가,지하상가,지하상가,터널,터널,터널,입체교차,입체교차,입체교차,가로등,가로등,가로등,기타,기타,기타,고가차도,고가차도,고가차도,입체교차로,입체교차로,입체교차로,복개구조물,복개구조물,복개구조물,공동구,공동구,공동구,언더패스,언더패스,언더패스
Year,sigName,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적
1997,영등포구,11,295,"2,314",3,353,"1,423",4,"1,304","11,362",0,0,0,3,433,"14,621",0,0,0,0,0,0,"7,799",0,0,,,,,,,,,,,,,,,,,,
1998,영등포구,11,295,"1,157",3,87,772,4,"1,304","11,663",0,0,0,3,433,"14,621",0,0,0,0,0,0,"8,108",0,0,,,,,,,,,,,,,,,,,,
1999,영등포구,11,364,"2,431",3,89,"1,327",0,0,0,0,0,0,3,433,"14,621",0,0,0,0,0,0,"5,318",0,0,,,,,,,,,,,,,,,,,,
2000,영등포구,11,364,"2,431",3,89,"1,327",0,0,0,0,0,0,1,240,"6,324",0,0,0,0,0,0,"5,635",0,0,,,,,,,,,,,,,,,,,,
2001,영등포구,10,338,"2,247",3,89,"1,327",0,0,0,0,0,0,1,240,"6,324",0,0,0,0,0,0,"5,931",0,0,,,,,,,,,,,,,,,,,,
2002,영등포구,10,311,"2,016",3,89,"1,327",0,0,0,0,0,0,3,-,"14,639",0,0,0,0,0,0,"6,125",0,0,,,,,,,,,,,,,,,,,,
2003,영등포구,10,311,"2,016",3,89,"1,327",0,0,0,0,0,0,3,0,"14,639",0,0,0,0,0,0,"6,557",0,0,,,,,,,,,,,,,,,,,,
2004,영등포구,10,311,"2,016",3,89,"1,327",0,0,0,0,0,0,3,0,"14,639",0,0,0,0,0,0,"6,543",0,0,,,,,,,,,,,,,,,,,,
2005,영등포구,9,289,"1,844",3,89,"1,327",0,0,0,0,0,0,3,0,"14,639",0,0,0,0,0,0,"7,100",0,0,,,,,,,,,,,,,,,,,,
2006,영등포구,11,391,"2,281",3,89,"1,327",-,-,-,-,-,-,3,-,"14,639",-,-,-,-,-,-,"7,436",-,-,,,,,,,,,,,,,,,,,,
2007,영등포구,11,391,"2,281",3,89,"1,327",-,-,-,-,-,-,,,,-,-,-,-,-,-,"7,694",,,-,-,-,,,,,,,,,,,,,,,
2008,영등포구,11,391,"2,281",3,89,"1,327",-,-,-,-,-,-,,,,-,-,-,-,-,-,"8,538",,,-,-,-,,,,,,,,,,,,,,,
2009,영등포구,11,391,"2,281.0",3,89,"1,327.0",-,-,-,,,,,,,-,-,-,,,,"8,583",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,영등포구,9,351,"1,963.0",1,27,284,-,-,-,,,,,,,-,-,-,,,,"8,658",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,영등포구,6,274,"1,410.0",1,27,284,-,-,-,,,,,,,-,-,-,,,,"8,620",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,영등포구,6,274,"1,410.0",1,26,284,-,-,-,,,,,,,-,-,-,,,,"8,781",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,영등포구,6,274,"1,410",1,27,284,-,-,-,,,,,,,-,-,-,,,,"8,810",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,영등포구,6,274,"1,410",1,27,284,-,-,-,,,,,,,-,-,-,,,,"9,026",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,영등포구,6,274,"1,410",1,27,284,-,-,-,,,,,,,-,-,-,,,,"8,679",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,영등포구,7,379,"1,672",1,27,284,-,-,-,,,,,,,-,-,-,,,,"9,157",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,영등포구,8,487,"3,172",1,27,284,-,-,-,,,,,,,-,-,-,,,,"9,209",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,영등포구,8,487,"3,172",1,27,284,-,-,-,,,,,,,-,-,-,,,,"9,500",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,영등포구,8,487,"3,172",1,27,284,-,-,-,,,,,,,-,-,-,,,,"9,278",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
