Year,sigName,보도육교,보도육교,보도육교,지하보도,지하보도,지하보도,지하차도,지하차도,지하차도,고가도로,고가도로,고가도로,지하상가,지하상가,지하상가,터널,터널,터널,입체교차,입체교차,입체교차,가로등,가로등,가로등,기타,기타,기타,고가차도,고가차도,고가차도,입체교차로,입체교차로,입체교차로,복개구조물,복개구조물,복개구조물,공동구,공동구,공동구,언더패스,언더패스,언더패스
Year,sigName,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적
1997,종로구,15,542,"3,944",5,688,"4,088",2,627,"6,310",0,0,0,6,451,"14,663",2,"1,246","13,487",0,0,0,"3,977",0,0,,,,,,,,,,,,,,,,,,
1998,종로구,17,629,"3,932",4,362,"2,041",2,627,"6,310",0,0,0,6,451,"14,663",2,"1,246","13,487",0,0,0,"3,854",0,0,,,,,,,,,,,,,,,,,,
1999,종로구,17,766,"5,688",4,370,"4,612",1,209,"2,069",0,0,0,6,451,"14,663",0,0,0,0,0,0,"3,591",0,0,,,,,,,,,,,,,,,,,,
2000,종로구,17,648,"5,839",4,355,"4,611",1,209,"2,069",0,0,0,1,26,"1,144",0,0,0,0,0,0,"3,988",0,0,,,,,,,,,,,,,,,,,,
2001,종로구,15,598,"5,457",4,338,"4,167",1,209,"2,329",0,0,0,1,26,"1,144",0,0,0,0,0,0,"4,374",0,0,,,,,,,,,,,,,,,,,,
2002,종로구,14,568,"5,233",4,320,"3,791",1,209,"1,762",0,0,0,6,0,"15,596",0,0,0,0,0,0,"4,480",0,0,,,,,,,,,,,,,,,,,,
2003,종로구,10,426,"3,234",4,320,"3,791",1,209,"1,762",0,0,0,6,0,"15,596",0,0,0,0,0,0,"4,435",0,0,,,,,,,,,,,,,,,,,,
2004,종로구,7,275,"1,865",4,320,"3,791",1,209,"1,762",0,0,0,6,0,"15,596",0,0,0,0,0,0,"4,925",0,0,,,,,,,,,,,,,,,,,,
2005,종로구,7,275,"1,865",4,320,"3,791",1,209,"1,762",-,-,-,6,-,"15,596",-,-,-,-,-,-,"5,480",-,-,,,,,,,,,,,,,,,,,,
2006,종로구,6,253,"1,013",4,320,"3,791",1,209,"1,762",-,-,-,6,-,"15,596",-,-,-,-,-,-,"5,766",-,-,,,,,,,,,,,,,,,,,,
2007,종로구,6,253,"1,680",4,320,"3,791",1,209,"1,762",-,-,-,,,,-,-,-,-,-,-,"5,847",,,1,160,775,,,,,,,,,,,,,,,
2008,종로구,5,228,"1,477",4,320,"3,791",1,209,"1,762",-,-,-,,,,-,-,-,-,-,-,"5,950",,,1,160,775,,,,,,,,,,,,,,,
2009,종로구,4,190,"1,214.0",4,320,"3,791.0",1,209,"1,762.0",,,,,,,-,-,-,,,,"6,471",,,,,,-,-,-,-,-,-,1,160,776,-,-,-,-,-,-
2010,종로구,4,187,"1,216.0",4,316,"3,791.0",1,208,"1,762.0",,,,,,,-,-,-,,,,"6,607",,,,,,-,-,-,-,-,-,1,160,775,-,-,-,-,-,-
2011,종로구,3,161,968,4,320,"3,791.0",1,209,"1,762.0",,,,,,,-,-,-,,,,"5,933",,,,,,-,-,-,-,-,-,1,160,775,-,-,-,-,-,-
2012,종로구,3,161,968,4,320,"3,791.0",1,209,"1,762.0",,,,,,,-,-,-,,,,"8,975",,,,,,-,-,-,-,-,-,1,160,775,-,-,-,-,-,-
2013,종로구,3,162,968,4,320,"3,791",1,209,"1,762",,,,,,,-,-,-,,,,"8,975",,,,,,-,-,-,-,-,-,2,160,775,-,-,-,-,-,-
2014,종로구,3,162,968,4,320,"3,791",1,209,"1,762",,,,,,,-,-,-,,,,"8,988",,,,,,-,-,-,-,-,-,2,160,775,-,-,-,-,-,-
2015,종로구,3,162,968,4,320,"3,791",1,209,"1,762",,,,,,,-,-,-,,,,"8,988",,,,,,-,-,-,-,-,-,2,160,775,-,-,-,-,-,-
2016,종로구,3,162,968,5,580,"5,765",1,209,"1,762",,,,,,,-,-,-,,,,"8,988",,,,,,-,-,-,-,-,-,2,160,775,-,-,-,-,-,-
2017,종로구,3,162,968,5,580,"5,765",1,209,"1,762",,,,,,,-,-,-,,,,"8,986",,,,,,-,-,-,-,-,-,2,160,775,-,-,-,-,-,-
2018,종로구,3,163,873,5,580,"5,765",1,209,"1,762",,,,,,,-,-,-,,,,"9,220",,,,,,-,-,-,-,-,-,2,160,775,-,-,-,-,-,-
2019,종로구,3,163,873,5,580,"5,765",1,209,"1,762",,,,,,,-,-,-,,,,"9,265",,,,,,-,-,-,-,-,-,2,160,775,-,-,-,-,-,-
