"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('세대', '세대', '세대')","('인구', '합계', '계')","('인구', '합계', '남자')","('인구', '합계', '여자')","('인구', '한국인', '계')","('인구', '한국인', '남자')","('인구', '한국인', '여자')","('인구', '등록외국인', '계')","('인구', '등록외국인', '남자')","('인구', '등록외국인', '여자')","('인구밀도', '인구밀도', '인구밀도(명/㎢)')","('인구밀도', '인구밀도', '면적(㎢)')","('세대당인구', '세대당인구', '세대당인구')","('65세이상고령자', '65세이상고령자', '65세이상고령자')"
1996,합계,"3,456,575","10,469,852","5,258,247","5,211,605","10,418,076","5,231,039","5,187,037","51,776","27,208","24,568","17,289",605.58,3.03,"467,766"
1996,종로구,"72,027","199,475","100,075","99,400","197,563","99,067","98,496","1,912","1,008",904,"8,339",23.92,2.77,"12,876"
1996,중구,"50,141","134,839","68,090","66,749","132,189","66,538","65,651","2,650","1,552","1,098","13,524",9.97,2.69,"8,610"
1996,용산구,"92,705","255,024","127,321","127,703","247,694","123,294","124,400","7,330","4,027","3,303","11,661",21.87,2.75,"15,400"
1996,성동구,"110,970","331,206","168,073","163,133","329,914","167,374","162,540","1,292",699,593,"19,668",16.84,2.98,"15,102"
1996,광진구,"132,324","392,217","198,786","193,431","390,739","198,026","192,713","1,478",760,718,"23,004",17.05,2.96,"15,327"
1996,동대문구,"136,771","399,280","202,162","197,118","398,060","201,576","196,484","1,220",586,634,"28,079",14.22,2.92,"19,389"
1996,중랑구,"152,349","478,390","240,512","237,878","477,850","240,260","237,590",540,252,288,"25,817",18.53,3.14,"18,694"
1996,성북구,"162,195","487,404","245,926","241,478","485,240","244,847","240,393","2,164","1,079","1,085","19,854",24.55,3.01,"24,843"
1996,강북구,"121,348","379,695","189,901","189,794","379,062","189,612","189,450",633,289,344,"16,102",23.58,3.13,"17,066"
1996,도봉구,"119,881","382,424","191,956","190,468","381,465","191,531","189,934",959,425,534,"18,350",20.84,3.19,"16,304"
1996,노원구,"182,025","586,997","290,909","296,088","585,907","290,354","295,553","1,090",555,535,"16,554",35.46,3.22,"27,357"
1996,은평구,"162,474","498,532","247,166","251,366","497,417","246,605","250,812","1,115",561,554,"16,780",29.71,3.07,"22,668"
1996,서대문구,"127,125","366,134","182,525","183,609","361,529","180,104","181,425","4,605","2,421","2,184","20,803",17.6,2.88,"18,804"
1996,마포구,"137,591","393,040","195,689","197,351","390,831","194,525","196,306","2,209","1,164","1,045","16,466",23.87,2.86,"20,338"
1996,양천구,"151,955","486,839","245,520","241,319","485,497","244,806","240,691","1,342",714,628,"27,963",17.41,3.2,"19,569"
1996,강서구,"167,739","524,006","261,657","262,349","522,640","260,946","261,694","1,366",711,655,"12,657",41.4,3.12,"22,690"
1996,구로구,"124,734","378,676","194,452","184,224","377,391","193,816","183,575","1,285",636,649,"18,821",20.12,3.04,"14,318"
1996,금천구,"92,406","273,867","140,227","133,640","271,718","139,214","132,504","2,149","1,013","1,136","21,067",13,2.96,"9,674"
1996,영등포구,"138,663","408,087","206,994","201,093","405,326","205,383","199,943","2,761","1,611","1,150","16,616",24.56,2.94,"17,634"
1996,동작구,"145,735","434,873","219,096","215,777","433,608","218,457","215,151","1,265",639,626,"26,598",16.35,2.98,"19,843"
1996,관악구,"181,947","543,314","275,959","267,355","542,325","275,499","266,826",989,460,529,"18,374",29.57,2.99,"21,093"
1996,서초구,"135,209","408,781","202,861","205,920","405,743","201,220","204,523","3,038","1,641","1,397","8,672",47.14,3.02,"18,113"
1996,강남구,"184,039","557,533","276,434","281,099","552,768","273,817","278,951","4,765","2,617","2,148","14,097",39.55,3.03,"24,518"
1996,송파구,"216,205","671,560","334,513","337,047","668,987","333,209","335,778","2,573","1,304","1,269","19,816",33.89,3.11,"27,007"
1996,강동구,"158,017","497,659","251,443","246,216","496,613","250,959","245,654","1,046",484,562,"20,247",24.58,3.15,"20,529"
