"('Year',)","('sigName',)","('재정자립도',)"
2000,영등포구,74.1
2001,영등포구,78.8
2002,영등포구,81.9
2003,영등포구,72.4
2004,영등포구,73.5
2005,영등포구,76
2006,영등포구,71.2
2007,영등포구,67.4
2008,영등포구,66.9
2009,영등포구,68.8
2010,영등포구,66.5
2011,영등포구,59.5
2012,영등포구,56.2
2013,영등포구,49.4
2014,영등포구,49.2(42.4)
2015,영등포구,46.3(44.2)
2016,영등포구,45.1(42.8)
2017,영등포구,42
2018,영등포구,37.9
2019,영등포구,35.7
2020,영등포구,36
