"('Year',)","('sigName',)","('재정자립도',)"
2007,서울시,…
2007,본청,88.7
2007,종로구,69.8
2007,중구,83
2007,용산구,53
2007,성동구,39.9
2007,광진구,39.9
2007,동대문구,36.9
2007,중랑구,29.5
2007,성북구,39.1
2007,강북구,30
2007,도봉구,34.6
2007,노원구,28.8
2007,은평구,33
2007,서대문구,40.3
2007,마포구,51.8
2007,양천구,52.8
2007,강서구,38.1
2007,구로구,42.9
2007,금천구,33.4
2007,영등포구,67.4
2007,동작구,42.1
2007,관악구,28.3
2007,서초구,90.5
2007,강남구,88
2007,송파구,74.9
2007,강동구,49.2
