"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('세대', '세대', '세대')","('인구', '합계', '계')","('인구', '합계', '남자')","('인구', '합계', '여자')","('인구', '한국인', '계')","('인구', '한국인', '남자')","('인구', '한국인', '여자')","('인구', '등록외국인', '계')","('인구', '등록외국인', '남자')","('인구', '등록외국인', '여자')","('인구밀도', '인구밀도', '인구밀도(명/㎢)')","('인구밀도', '인구밀도', '면적(㎢)')","('세대당인구', '세대당인구', '세대당인구')","('65세이상고령자', '65세이상고령자', '65세이상고령자')"
1991,합계,"3,330,317","10,904,527","5,485,353","5,419,174",…,…,…,…,…,…,"18,014",605.33,3.27,…
1991,종로구,"78,169","236,806","119,127","117,679",…,…,…,…,…,…,"9,865",24.01,3.03,…
1991,중구,"61,495","184,142","93,312","90,830",…,…,…,…,…,…,"18,438",9.99,2.99,…
1991,용산구,"96,696","294,341","147,914","146,427",…,…,…,…,…,…,"13,460",21.87,3.04,…
1991,성동구,"244,272","789,014","401,375","387,639",…,…,…,…,…,…,"23,273",33.9,3.23,…
1991,동대문구,"149,914","479,776","242,828","236,948",…,…,…,…,…,…,"32,477",14.77,3.2,…
1991,중랑구,"132,908","450,728","227,075","223,653",…,…,…,…,…,…,"24,866",18.13,3.39,…
1991,성북구,"165,634","542,532","273,509","269,023",…,…,…,…,…,…,"22,329",24.3,3.28,…
1991,도봉구,"221,001","744,880","373,908","370,972",…,…,…,…,…,…,"16,721",44.55,3.37,…
1991,노원구,"161,450","525,500","263,000","262,500",…,…,…,…,…,…,"14,758",35.61,3.25,…
1991,은평구,"147,331","495,530","245,477","250,053",…,…,…,…,…,…,"16,699",29.67,3.36,…
1991,서대문구,"127,136","392,586","196,281","196,305",…,…,…,…,…,…,"22,192",17.69,3.09,…
1991,마포구,"140,847","442,271","220,887","221,384",…,…,…,…,…,…,"18,526",23.87,3.14,…
1991,양천구,"150,598","508,001","255,927","252,074",…,…,…,…,…,…,"28,921",17.57,3.37,…
1991,강서구,"121,174","408,676","205,712","202,964",…,…,…,…,…,…,"9,862",41.44,3.37,…
1991,구로구,"228,191","747,623","381,977","365,646",…,…,…,…,…,…,"22,795",32.8,3.28,…
1991,영등포구,"141,789","462,359","233,772","228,587",…,…,…,…,…,…,"18,922",24.44,3.26,…
1991,동작구,"133,178","429,173","216,432","212,741",…,…,…,…,…,…,"26,206",16.38,3.22,…
1991,관악구,"177,430","588,638","298,078","290,560",…,…,…,…,…,…,"19,855",29.65,3.32,…
1991,서초구,"125,754","420,783","208,731","212,052",…,…,…,…,…,…,"8,852",47.53,3.35,…
1991,강남구,"150,682","517,218","258,052","259,166",…,…,…,…,…,…,"13,271",38.97,3.43,…
1991,송파구,"207,969","688,121","342,060","346,061",…,…,…,…,…,…,"20,371",33.78,3.31,…
1991,강동구,"166,699","555,829","279,919","275,910",…,…,…,…,…,…,"22,744",24.44,3.33,…
