Year,sigName,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분
Year,sigName,용도지역총합계,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,상업지역,상업지역,상업지역,상업지역,상업지역,공업지역,공업지역,녹지지역,녹지지역,녹지지역,녹지지역,주거지역,주거지역,주거지역
Year,sigName,용도지역총합계,소계,전용주거지역,전용주거지역,전용주거지역,일반주거지역,일반주거지역,일반주거지역,일반주거지역,준주거지역,소계,일반,근린,유통,중심,소계,준공업,소계,보전,생산,자연,전용주거지역,일반주거지역,일반주거지역
Year,sigName,용도지역총합계,소계,전용주거지역 소계,제1종전용,제2종전용,일반주거지역 소계,제1종일반,제2종일반,제3종일반,준주거지역,소계,일반,근린,유통,중심,소계,준공업,소계,보전,생산,자연,전용주거지역 계,일반주거지역 계,제2종일반(7층이하)
2003,서초구,"47,138,000","17,349,061","345,741","345,741",-,"16,803,501","3,431,711","6,144,183","7,227,607","199,819","1,374,680","1,374,680",-,-,-,-,-,"28,414,259",-,-,"28,414,259",,,
2004,서초구,"47,140,000","17,349,091","345,741","345,741",-,"16,803,531","3,427,717","6,148,194","7,227,620","199,819","1,376,650","1,376,650",-,-,-,-,-,"28,414,259",-,-,"28,414,259",,,
2005,서초구,"47,138,000","17,374,057","345,741","345,741",-,"16,828,497","3,405,794","6,170,100","7,252,603","199,819","1,349,684","1,349,684",-,-,-,-,-,"28,414,259",-,-,"28,414,259",,,
2006,서초구,"47,138,000","17,704,212","668,007","668,007",-,"16,836,386","3,383,877","6,174,910","7,277,599","199,819","1,342,465","1,342,465",-,-,-,-,-,"28,091,323",-,-,"28,091,323",,,
2007,서초구,"47,138,000","17,704,212","668,007","668,007",-,"16,836,386","3,372,032","6,186,743","7,277,611","199,819","1,342,465","1,342,465",-,-,-,-,-,"28,091,323",-,-,"28,091,323",,,
2008,서초구,"47,138,000","17,706,523","668,007","668,007",-,"16,838,697","3,372,032","6,186,743","7,279,922","199,819","1,340,154","1,340,154",-,-,-,-,-,"28,091,323",-,-,"28,091,323",,,
2009,서초구,"47,138,000","17,907,562","799,471","707,086","92,385","16,908,272","3,338,452","6,256,318","7,313,502","199,819","1,340,154","1,340,154",-,-,-,-,-,"27,890,284",-,-,"27,890,284",,,
2010,서초구,"47,138,000","18,285,798","799,472","707,185","92,287","17,240,417","3,354,655","6,365,487","7,520,275","245,909","1,340,154","1,340,154",-,-,-,-,-,"27,512,048",-,-,"27,512,048",,,
2011,서초구,"47,138,000","18,285,798","799,472","707,185","92,287","17,240,417","3,354,655","6,365,487","7,520,275","245,909","1,340,154","1,340,154",-,-,-,-,-,"27,512,049",-,-,"27,512,049",,,
2012,서초구,"47,138,000","18,285,798","799,472","707,185","92,287","17,237,923","3,354,655","6,365,487","7,517,780","248,404","1,340,154","1,340,154",-,-,-,-,-,"27,512,049",-,-,"27,512,049",,,
2013,서초구,"47,138,001","18,686,252","802,196","709,909","92,287","17,545,831","3,401,516","6,472,241","7,672,074","338,225","1,340,154","1,340,154",-,-,-,-,-,"27,111,595",-,-,"27,111,595",,,
2014,서초구,"47,138,000","18,686,700","802,063","709,776","92,287","17,546,181","3,401,537","6,472,485","7,672,159","338,456","1,340,154","1,340,154",-,-,-,-,-,"27,111,146",-,-,"27,111,146",,,
2015,서초구,"46,899,887","18,877,670",,"679,087",-,,"3,394,881","3,027,701","8,372,457","364,545","1,317,259","1,317,259",-,-,-,-,-,"26,704,958",-,-,"26,704,958","679,087","17,834,038","3,038,999"
2016,서초구,"46,899,887","18,890,070",,"680,243",-,,"3,394,881","3,037,107","8,374,295","364,545","1,317,259","1,317,259",-,-,-,-,-,"26,692,558",-,-,"26,692,558","680,243","17,845,282","3,038,999"
2017,서초구,"46,899,887","18,887,265",,"680,243",-,,"3,394,881","3,037,107","8,371,490","364,545","1,320,064","1,320,064",-,-,-,-,-,"26,692,558",-,-,"26,692,558","680,243","17,842,477","3,038,999"
2018,서초구,"46,899,887","18,887,265",,"680,243",-,,"3,394,881","3,034,549","8,371,490","367,103","1,320,064","1,320,064",-,-,-,-,-,"26,692,558",-,-,"26,692,558","680,243","17,839,919","3,038,999"
2019,서초구,"46,899,887","18,885,147",,"680,243",-,,"3,394,881","3,034,549","8,371,490","367,103","1,322,182","1,322,182",-,-,-,-,-,"26,692,558",-,-,"26,692,558","680,243","17,837,801","3,036,881"
