Year,sigName,계,계,종합병원,종합병원,병원,병원,의원,의원,요양병원,요양병원,치과병원,치과병원,치과의원,치과의원,한방병원,한방병원,한방의원,한방의원,조산소,조산소,특수병원,특수병원,부속병의원,부속병의원,노인전문병원,노인전문병원,결핵병원,결핵병원,정신병원,정신병원,조산원,조산원
2007,구로구,450,"1,928",2,825,1,73,218,671,4,355,1,-,132,-,-,-,90,-,2,4,-,-,,,,,,,,,,
2008,구로구,472,"2,390",2,"1,112",1,73,226,669,4,343,1,-,137,-,-,-,99,-,1,2,1,191,,,,,,,,,,
2009,구로구,487,"2,413",2,"1,113",1,73,231,636,4,337,1,-,142,-,-,-,104,16,1,2,1,236,,,,,,,,,,
2010,구로구,496,"2,815",1,215,2,173,231,585,5,640,1,-,144,-,1,49,108,21,,,,,1,897,1,233,-,-,-,-,1,2
2011,구로구,242,"2,785",2,"1,112",4,340,229,524,4,575,-,-,-,-,-,-,-,-,,,,,2,1,1,233,-,-,-,-,-,-
2012,구로구,513,"3,056",2,"1,112",5,403,229,518,4,676,1,-,153,-,1,60,114,51,,,,,2,1,1,233,-,-,-,-,1,2
2013,구로구,524,"3,307",2,"1,109",7,477,239,484,4,676,1,-,156,-,1,68,110,53,,,,,2,1,1,437,-,-,-,-,1,2
2014,구로구,539,"3,761",2,"1,269",8,641,248,460,6,854,1,-,161,-,1,68,108,29,,,,,2,1,1,437,-,-,-,-,1,2
2015,구로구,550,"3,724",2,"1,268",8,634,251,422,5,837,1,-,165,-,2,105,112,29,,,,,2,1,1,426,-,-,-,-,1,2
2016,구로구,566,"3,866",2,"1,274",8,608,264,415,5,"1,039",2,-,168,-,1,67,112,29,,,,,2,1,1,431,-,-,-,-,1,2
2017,구로구,557,"3,893",2,"1,261",8,608,262,368,5,"1,110",2,-,166,-,1,67,109,47,,,,,-,-,1,430,-,-,-,-,1,2
2018,구로구,556,"4,403",2,"1,264",8,560,259,400,7,"1,652",2,-,164,-,1,55,110,42,,,,,2,-,1,430,-,-,-,-,-,-
2019,구로구,559,"4,675",2,"1,277",8,663,259,264,8,"1,895",1,-,166,-,2,128,110,44,,,,,2,-,1,404,-,-,-,-,-,-
