Year,sigName,계,계,종합병원,종합병원,병원,병원,의원,의원,요양병원,요양병원,치과병원,치과병원,치과의원,치과의원,한방병원,한방병원,한방의원,한방의원,조산소,조산소,특수병원,특수병원,부속병의원,부속병의원,노인전문병원,노인전문병원,결핵병원,결핵병원,정신병원,정신병원,조산원,조산원
Year,sigName,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수
2011,서울시,"15,610","79,772",57,"33,611",181,"15,572","7,482","14,997",74,"9,427",71,82,"4,380",104,28,"1,636","3,276",250,,,,,44,29,9,"1,484",1,510,5,"2,063",2,7
2011,종로구,473,"3,271",4,"2,931",2,60,163,209,-,-,-,-,167,40,1,31,131,-,,,,,5,-,-,-,-,-,-,-,-,-
2011,중구,558,"1,665",3,"1,193",2,218,203,196,1,58,8,-,225,-,-,-,99,-,,,,,17,-,-,-,-,-,-,-,-,-
2011,용산구,288,"1,042",2,845,1,90,117,107,-,-,-,-,105,-,-,-,63,-,,,,,-,-,-,-,-,-,-,-,-,-
2011,성동구,365,"2,034",1,839,6,540,167,354,2,229,2,-,111,-,1,72,75,-,,,,,-,-,-,-,-,-,-,-,-,-
2011,광진구,507,"3,253",2,"1,173",3,161,246,871,1,88,2,-,142,-,-,-,110,-,,,,,-,-,-,-,-,-,1,960,-,-
2011,동대문구,615,"5,679",5,"2,104",13,"1,507",240,749,5,543,4,31,140,-,1,240,205,-,,,,,-,-,-,-,-,-,1,500,1,5
2011,중랑구,468,"3,295",2,"1,016",11,898,218,958,5,423,-,-,129,-,-,-,103,-,,,,,-,-,-,-,-,-,-,-,-,-
2011,성북구,556,"3,003",1,959,5,438,271,675,5,654,2,-,156,-,1,41,114,-,,,,,-,-,1,236,-,-,-,-,-,-
2011,강북구,425,"2,232",1,214,9,946,214,715,2,209,1,-,107,-,-,-,89,5,,,,,-,-,2,143,-,-,-,-,-,-
2011,도봉구,335,"2,747",1,477,5,731,146,348,6,731,1,-,93,-,-,-,79,-,,,,,1,-,1,162,-,-,2,298,-,-
2011,노원구,674,"3,384",3,"1,822",6,443,331,623,3,406,2,-,180,-,-,-,147,8,,,,,1,-,1,82,-,-,-,-,-,-
2011,은평구,515,"3,247",1,211,10,851,259,609,5,635,3,-,137,-,1,36,96,90,,,,,1,-,-,-,1,510,1,305,-,-
2011,서대문구,400,"3,353",2,"2,329",4,252,186,422,2,258,1,9,123,-,1,64,81,19,,,,,-,-,-,-,-,-,-,-,-,-
2011,마포구,607,750,-,-,2,227,292,445,-,-,-,-,174,-,1,51,138,27,,,,,-,-,-,-,-,-,-,-,-,-
2011,양천구,587,"2,630",2,"1,200",5,621,262,520,2,183,5,5,164,-,2,101,145,-,,,,,-,-,-,-,-,-,-,-,-,-
2011,강서구,660,"3,515",2,392,14,"1,267",309,853,6,884,3,-,181,-,2,99,140,18,,,,,2,-,-,-,-,-,-,-,1,2
2011,구로구,242,"2,785",2,"1,112",4,340,229,524,4,575,-,-,-,-,-,-,-,-,,,,,2,1,1,233,-,-,-,-,-,-
2011,금천구,290,"1,350",1,141,6,481,131,528,2,151,-,-,94,-,1,39,55,10,,,,,-,-,-,-,-,-,-,-,-,-
2011,영등포구,698,"5,448",7,"2,540",10,"1,169",295,586,7,"1,065",2,-,220,-,2,88,146,-,,,,,9,-,-,-,-,-,-,-,-,-
2011,동작구,528,"2,826",2,"1,657",5,434,242,406,2,256,1,-,155,-,1,50,120,23,,,,,-,-,-,-,-,-,-,-,-,-
2011,관악구,652,"2,052",2,313,5,329,309,980,2,407,-,-,191,-,-,-,141,23,,,,,2,-,-,-,-,-,-,-,-,-
2011,서초구,"1,145","2,831",1,"1,322",6,695,533,472,2,158,10,6,320,10,4,168,267,-,,,,,2,-,-,-,-,-,-,-,-,-
2011,강남구,"2,343","6,398",5,"3,326",27,"1,320","1,357","1,082",1,113,18,21,573,54,5,324,355,27,,,,,1,-,1,131,-,-,-,-,-,-
2011,송파구,974,"5,586",2,"3,180",12,879,435,856,4,390,4,-,295,-,1,34,219,-,,,,,1,28,1,219,-,-,-,-,-,-
2011,강동구,705,"5,396",3,"2,315",8,675,327,909,5,"1,011",2,10,198,-,3,198,158,-,,,,,-,-,1,278,-,-,-,-,-,-
