Year,sigName,합계,합계,합계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,자연공원,기타공원,기타공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,기타공원,도시공원,도시공원,도시공원,도시공원,계,계,계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원
Year,sigName,합계,합계,합계,계,계,계,도시자연공원,도시자연공원,도시자연공원,근린공원,근린공원,근린공원,어린이공원,어린이공원,묘지공원,묘지공원,자연공원,자연공원,기타공원,기타공원,어린이공원,체육공원,체육공원,소공원,소공원,역사공원,역사공원,자연공원,기타공원,문화공원,문화공원,수변공원,수변공원,계,계,계,소계,소계,소계,생태공원,생태공원,가로공원,가로공원
Year,sigName,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적,공원수,면적,공원수,면적,(중복),공원수,면적,공원수,면적,공원수,면적,(중복),(중복),공원수,면적,공원수,면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적
1993,서대문구,44,2,"4,524.0",44,2,"4,524.0",1,2,"3,265.0",3,-,"1,207.0",40,52,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,
1994,서대문구,42,2,"4,426.0",42,2,"4,426.0",1,2,"3,265.0",2,-,"1,109.0",39,52,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,
1995,서대문구,42,…,"4,842.0",42,-,"4,532.0",1,…,"3,266.0",3,…,"1,206.0",38,60,-,-,-,310,-,-,…,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
1996,서대문구,42,3,"4,826.0",42,2,"4,516.0",1,2,"3,250.0",3,-,"1,206.0",38,60,-,-,-,310,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
1997,서대문구,40,3,"5,000.0",40,2,"4,690.0",1,2,"3,416.0",4,-,"1,217.0",35,57,-,-,-,310,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
1998,서대문구,41,3,"5,021.0",41,2,"4,711.0",1,2,"3,428.0",5,-,"1,226.0",35,57,-,-,-,310,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
1999,서대문구,41,3,"5,021.0",41,2,"4,711.0",1,2,"3,428.0",5,-,"1,226.0",35,57,-,-,-,310,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2000,서대문구,41,3,"5,021.0",41,2,"4,711.0",1,2,"3,428.0",5,-,"1,226.0",35,57,-,-,-,310,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2001,서대문구,43,3,"5,048.9",38,2,"4,735.9",1,2,"3,448.3",5,-,"1,232.0",32,55.5,-,-,-,310,5,3,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2002,서대문구,48,3,"5,017.0",38,2,"4,738.0",1,2,"3,448.0",5,-,"1,234.0",32,56,-,-,-,274,10,5,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2003,서대문구,54,3,"5,021.0",38,2,"4,740.0",1,2,"3,450.0",5,-,"1,233.0",32,57,-,-,-,274,16,7,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2004,서대문구,56,3,"5,021.0",38,2,"4,740.0",1,2,"3,450.0",5,-,"1,233.0",32,57,-,-,-,274,18,7,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2005,서대문구,64,3,"5,395.0",40,2,"4,740.0",1,2,"3,450.0",5,-,"1,233.0",34,57,-,-,-,274,24,381,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2006,서대문구,75,3,"5,411.0",41,2,"4,753.0",1,2,"3,450.0",5,-,"1,245.0",35,58,-,-,-,274,34,384,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2007,서대문구,81,(3),"5,413.1",42,(2),"4,754.3",1,(2),"3,449.5",5,-,"1,245.2",36,59.6,-,-,-,274,39,384.9,,-,-,-,-,-,-,(1),-,-,-,,,,,,,,,,,,
2008,서대문구,105,3,"5,480.0",62,2,"4,818.0",1,2,"3,450.0",7,-,"1,265.0",45,97,-,-,-,274,43,388,,-,-,9,6,-,-,1,-,-,-,-,-,,,,,,,,,,
2009,서대문구,112,3,"5,564.4",68,2,"4,885.4",1,2,"3,449.5",9,-,"1,322.6",42,92.3,-,-,-,287,44,392,,-,-,13,9.6,-,-,1,-,3,11.3,-,-,,,,,,,,,,
2010,서대문구,119,3,"5,569.8",76,2,"4,893.6",1,2,"3,449.5",9,-,"1,322.6",44,95.1,-,-,-,287,43,389.1,,-,-,19,15.2,-,-,1,-,3,11.3,-,-,,,,,,,,,,
2011,서대문구,,,,,,,1,2,"3,449.5",9,-,"1,322.6",48,103.5,-,-,-,287,42,389.7,,-,-,21,16,-,-,1,-,3,11.3,-,-,124,3,"5,579.5",82,2,"4,902.9",-,-,,
