Year,sigName,합계,합계,합계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,자연공원,기타공원,기타공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,기타공원,도시공원,도시공원,도시공원,도시공원,계,계,계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원
Year,sigName,합계,합계,합계,계,계,계,도시자연공원,도시자연공원,도시자연공원,근린공원,근린공원,근린공원,어린이공원,어린이공원,묘지공원,묘지공원,자연공원,자연공원,기타공원,기타공원,어린이공원,체육공원,체육공원,소공원,소공원,역사공원,역사공원,자연공원,기타공원,문화공원,문화공원,수변공원,수변공원,계,계,계,소계,소계,소계,생태공원,생태공원,가로공원,가로공원
Year,sigName,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적,공원수,면적,공원수,면적,(중복),공원수,면적,공원수,면적,공원수,면적,(중복),(중복),공원수,면적,공원수,면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적
1993,강동구,60,-,"1,931.0",59,-,"1,649.0",1,-,513,13,-,"1,070.0",45,66,-,-,-,-,1,282,,,,,,,,,,,,,,,,,,,,,,,
1994,강동구,60,-,"1,931.0",59,-,"1,649.0",1,-,513,13,-,"1,070.0",45,66,-,-,-,-,1,282,,,,,,,,,,,,,,,,,,,,,,,
1995,강동구,62,…,"2,471.0",60,-,"1,650.0",1,…,513,13,…,"1,070.0",46,67,-,-,-,-,2,821,…,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1996,강동구,61,-,"2,545.0",59,-,"1,724.0",1,-,588,13,-,"1,070.0",45,66,-,-,-,-,2,821,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1997,강동구,62,-,"2,572.0",60,-,"1,751.0",1,-,588,14,-,"1,097.0",45,66,-,-,-,-,2,821,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1998,강동구,65,-,"2,653.0",60,-,"1,832.0",1,-,669,14,-,"1,097.0",45,66,-,-,-,-,5,821,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1999,강동구,63,1,"2,665.0",61,1,"1,844.0",1,-,669,15,-,"1,109.0",45,66,-,-,-,-,2,821,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2000,강동구,62,2,"2,572.0",60,2,"1,751.0",1,1,588,14,1,"1,097.0",45,66,-,-,-,-,2,821,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2001,강동구,67,1,"2,573.1",60,1,"1,751.1",1,-,588,14,1,"1,097.0",45,66.1,-,-,-,-,7,822,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2002,강동구,72,1,"2,580.0",62,1,"1,756.0",1,-,588,14,1,"1,097.0",47,71,-,-,-,-,10,824,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2003,강동구,72,2,"2,580.0",62,2,"1,756.0",1,1,588,14,1,"1,097.0",47,71,-,-,-,-,10,824,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2004,강동구,73,-,"2,764.0",63,-,"1,940.0",1,-,713,15,-,"1,156.0",47,71,-,-,-,-,10,824,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2005,강동구,77,1,"2,778.0",67,1,"1,954.0",1,-,713,17,1,"1,167.0",49,74,-,-,-,-,10,824,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2006,강동구,84,1,"3,034.0",74,1,"2,210.0",1,-,713,19,1,"1,302.0",53,85,-,-,-,-,10,824,-,-,-,-,-,1,110,-,-,,,,,,,,,,,,,,
2007,강동구,85,(1),"3,035.7",75,(1),"2,211.5",1,(1),713.4,20,-,"1,302.4",53,85.5,-,-,-,-,10,824.3,,-,-,-,-,1,110.2,-,-,-,-,,,,,,,,,,,,
2008,강동구,103,-,"3,056.0",93,-,"2,232.0",1,-,713,21,-,"1,297.0",59,105,-,-,-,-,10,824,,-,-,11,6,1,111,-,-,-,-,-,-,,,,,,,,,,
2009,강동구,108,1,"2,793.4",99,1,"2,251.1",1,1,713.4,23,-,"1,307.3",60,106.8,-,-,-,-,9,542.3,,-,-,13,11.7,1,110.2,-,-,1,1.8,-,-,,,,,,,,,,
2010,강동구,113,1,"2,815.2",104,1,"2,273.0",1,1,713.4,22,-,"1,307.3",64,125.1,-,-,-,-,9,542.3,,-,-,14,13.4,1,110.2,-,-,2,3.6,-,-,,,,,,,,,,
2011,강동구,,,,,,,1,1,713.4,22,-,"1,307.3",64,125.1,-,-,-,-,9,542.3,,-,-,14,13.4,1,110.2,-,-,2,3.6,-,-,113,1,"2,815.2",104,1,"2,273.0",-,-,,
2012,강동구,,,,,,,1,1,713.4,22,-,"1,307.3",64,125.1,-,-,-,-,9,542.3,,-,-,14,13.4,1,110.2,-,-,2,3.6,-,-,113,1,"2,815.2",104,1,"2,273.0",-,-,,
