Year,sigName,보도육교,보도육교,보도육교,지하보도,지하보도,지하보도,지하차도,지하차도,지하차도,고가도로,고가도로,고가도로,지하상가,지하상가,지하상가,터널,터널,터널,입체교차,입체교차,입체교차,가로등,가로등,가로등,기타,기타,기타,고가차도,고가차도,고가차도,입체교차로,입체교차로,입체교차로,복개구조물,복개구조물,복개구조물,공동구,공동구,공동구,언더패스,언더패스,언더패스
Year,sigName,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적
1997,성동구,3,73,521,3,84,429,3,476,"3,453",0,0,0,0,0,0,1,330,"3,630",0,0,0,"4,297",0,0,,,,,,,,,,,,,,,,,,
1998,성동구,3,73,271,5,120,772,3,476,"2,315",0,0,0,0,0,0,1,330,"3,630",0,0,0,"4,475",0,0,,,,,,,,,,,,,,,,,,
1999,성동구,3,73,532,5,120,852,1,55,828,0,0,0,0,0,0,0,0,0,0,0,0,"3,186",0,0,,,,,,,,,,,,,,,,,,
2000,성동구,3,73,532,5,120,852,1,55,828,0,0,0,0,0,0,0,0,0,0,0,0,"3,086",0,0,,,,,,,,,,,,,,,,,,
2001,성동구,3,73,532,5,120,852,1,55,828,0,0,0,-,-,-,0,0,0,0,0,0,"3,291",0,0,,,,,,,,,,,,,,,,,,
2002,성동구,3,73,532,5,120,852,1,55,828,0,0,0,0,0,0,0,0,0,0,0,0,"3,291",0,0,,,,,,,,,,,,,,,,,,
2003,성동구,3,73,532,5,120,852,1,55,828,0,0,0,0,0,0,0,0,0,0,0,0,"4,476",0,0,,,,,,,,,,,,,,,,,,
2004,성동구,3,73,532,5,120,852,1,55,828,0,0,0,0,0,0,0,0,0,0,0,0,"4,672",0,0,,,,,,,,,,,,,,,,,,
2005,성동구,3,73,532,5,120,852,1,55,828,0,0,0,0,0,0,0,0,0,0,0,0,"5,264",0,0,,,,,,,,,,,,,,,,,,
2006,성동구,3,73,532,5,120,852,1,55,828,-,-,-,-,-,-,-,-,-,-,-,-,"4,702",-,-,,,,,,,,,,,,,,,,,,
2007,성동구,3,73,439,5,120,"1,270",1,33,494,-,-,-,,,,-,-,-,-,-,-,"4,824",,,-,-,-,,,,,,,,,,,,,,,
2008,성동구,3,73,439,6,155,"1,810",1,33,494,-,-,-,,,,-,-,-,-,-,-,"5,781",,,-,-,-,,,,,,,,,,,,,,,
2009,성동구,3,73,439,6,155,"1,810.0",2,103,"1,124.0",,,,,,,-,-,-,,,,"4,918",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,성동구,3,73,439,6,155,"1,810.0",2,90,"1,007.0",,,,,,,-,-,-,,,,"5,720",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,성동구,3,73,439,6,155,"1,810.0",2,90,"1,007.0",,,,,,,-,-,-,,,,"5,193",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,성동구,3,73,439,6,154,"1,810.0",2,89,"1,007.0",,,,,,,-,-,-,,,,"5,884",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,성동구,3,73,438,6,155,"1,810",2,90,"1,007",,,,,,,-,-,-,,,,"5,389",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,성동구,4,100,782,6,155,"1,810",2,90,"1,007",,,,,,,-,-,-,,,,"5,532",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,성동구,4,100,782,5,192,"1,881",4,136,"1,204",,,,,,,-,-,-,,,,"5,299",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,성동구,4,100,782,5,192,"1,881",4,136,"1,204",,,,,,,-,-,-,,,,"5,712",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,성동구,4,100,782,5,192,"1,881",4,136,"1,204",,,,,,,-,-,-,,,,"5,662",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,성동구,4,151,"1,149",5,192,"1,881",4,136,"1,204",,,,,,,-,-,-,,,,"5,780",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,성동구,4,151,"1,149",5,192,"1,881",4,136,"1,204",,,,,,,-,-,-,,,,"6,050",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
