Year,sigName,보도육교,보도육교,보도육교,지하보도,지하보도,지하보도,지하차도,지하차도,지하차도,고가도로,고가도로,고가도로,지하상가,지하상가,지하상가,터널,터널,터널,입체교차,입체교차,입체교차,가로등,가로등,가로등,기타,기타,기타,고가차도,고가차도,고가차도,입체교차로,입체교차로,입체교차로,복개구조물,복개구조물,복개구조물,공동구,공동구,공동구,언더패스,언더패스,언더패스
Year,sigName,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적
2008,합계,198,"7,703","49,864",79,"4,540","46,089",124,"37,522","608,868",101,"81,904","1,377,574",,,,34,"19,275","314,165",27,"15,356","155,965","179,725",,,96,"146,661","1,253,855",,,,,,,,,,,,,,,
2008,도시기반시설본부,-,-,-,-,-,-,2,"2,700","45,990",28,"65,020","1,137,644",,,,12,"11,943","174,162",1,260,"3,089","15,522",,,29,"116,084","969,904",,,,,,,,,,,,,,,
2008,동부도로교통사업소,-,-,-,-,-,-,9,"3,193","58,939",1,71,"1,306",,,,-,-,-,2,985,"17,597","1,024",,,1,394,"15,760",,,,,,,,,,,,,,,
2008,서부도로교통사업소,-,-,-,-,-,-,13,"4,082","57,588",18,"5,665","80,064",,,,1,555,"9,990",2,458,"6,693","2,533",,,5,"1,267","17,454",,,,,,,,,,,,,,,
2008,남부도로교통사업소,-,-,-,-,-,-,12,"4,332","72,198",17,"3,160","50,498",,,,6,"1,759","35,409",1,"3,422","24,710","2,199",,,6,827,"19,956",,,,,,,,,,,,,,,
2008,북부도로교통사업소,-,-,-,-,-,-,13,"4,044","75,126",10,"1,285","18,690",,,,8,"3,241","64,295",4,"2,725","20,600",267,,,13,"4,564","42,361",,,,,,,,,,,,,,,
2008,성동도로교통사업소,-,-,-,-,-,-,14,"4,461","59,484",8,"1,474","23,517",,,,3,740,"14,992",8,"3,863","27,771","1,445",,,2,550,"8,250",,,,,,,,,,,,,,,
2008,강서도로교통사업소,-,-,-,-,-,-,28,"8,388","156,901",9,"2,826","46,857",,,,1,442,"8,570",9,"3,644","55,506","1,451",,,3,332,"9,712",,,,,,,,,,,,,,,
2008,종로구,5,228,"1,477",4,320,"3,791",1,209,"1,762",-,-,-,,,,-,-,-,-,-,-,"5,950",,,1,160,775,,,,,,,,,,,,,,,
2008,중구,3,85,547,11,882,"8,242",1,109,858,-,-,-,,,,-,-,-,-,-,-,"6,498",,,-,-,-,,,,,,,,,,,,,,,
2008,용산구,18,674,"3,866",4,117,780,5,"1,082","29,584",1,256,"4,096",,,,-,-,-,-,-,-,"5,901",,,-,-,-,,,,,,,,,,,,,,,
2008,성동구,3,73,439,6,155,"1,810",1,33,494,-,-,-,,,,-,-,-,-,-,-,"5,781",,,-,-,-,,,,,,,,,,,,,,,
2008,광진구,6,189,"1,244",3,238,"1,467",1,72,504,1,51,439,,,,-,-,-,-,-,-,"4,971",,,-,-,-,,,,,,,,,,,,,,,
2008,동대문구,11,545,"3,146",1,20,374,6,"1,691","14,222",2,"1,448","8,775",,,,-,-,-,-,-,-,"6,362",,,2,"1,171","3,606",,,,,,,,,,,,,,,
2008,중랑구,11,294,"2,064",2,154,393,1,300,"3,088",-,-,-,,,,-,-,-,-,-,-,"4,582",,,-,-,-,,,,,,,,,,,,,,,
2008,성북구,5,304,"1,382",3,94,"1,302",1,220,"4,510",-,-,-,,,,-,-,-,-,-,-,"6,429",,,6,"1,671","22,790",,,,,,,,,,,,,,,
