Year,sigName,보도육교,보도육교,보도육교,지하보도,지하보도,지하보도,지하차도,지하차도,지하차도,고가도로,고가도로,고가도로,지하상가,지하상가,지하상가,터널,터널,터널,입체교차,입체교차,입체교차,가로등,가로등,가로등,기타,기타,기타,고가차도,고가차도,고가차도,입체교차로,입체교차로,입체교차로,복개구조물,복개구조물,복개구조물,공동구,공동구,공동구,언더패스,언더패스,언더패스
Year,sigName,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적
1997,성북구,5,132,939,4,366,"1,409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,060",0,0,,,,,,,,,,,,,,,,,,
1998,성북구,5,132,501,4,116,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,717",0,0,,,,,,,,,,,,,,,,,,
1999,성북구,5,132,976,4,116,"1,409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,472",0,0,,,,,,,,,,,,,,,,,,
2000,성북구,5,132,975,4,116,"1,487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,010",0,0,,,,,,,,,,,,,,,,,,
2001,성북구,5,132,975,4,116,"1,469",0,0,0,0,0,0,-,-,-,0,0,0,0,0,0,"4,472",0,0,,,,,,,,,,,,,,,,,,
2002,성북구,7,341,"1,714",4,116,"1,487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,670",0,0,,,,,,,,,,,,,,,,,,
2003,성북구,7,341,"1,714",4,116,"1,487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,024",0,0,,,,,,,,,,,,,,,,,,
2004,성북구,7,341,"1,714",4,116,"1,487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,630",0,0,,,,,,,,,,,,,,,,,,
2005,성북구,7,341,"1,714",4,116,"1,487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,057",0,0,,,,,,,,,,,,,,,,,,
2006,성북구,6,305,"1,616",4,116,"1,487",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,325",-,-,,,,,,,,,,,,,,,,,,
2007,성북구,5,292,"1,329",3,94,"1,302",1,220,"4,510",-,-,-,,,,-,-,-,-,-,-,"6,468",,,7,"1,724","23,633",,,,,,,,,,,,,,,
2008,성북구,5,304,"1,382",3,94,"1,302",1,220,"4,510",-,-,-,,,,-,-,-,-,-,-,"6,429",,,6,"1,671","22,790",,,,,,,,,,,,,,,
2009,성북구,5,331,"1,480.0",3,94,"1,302.0",5,401,"6,840.0",,,,,,,-,-,-,,,,"5,760",,,,,,-,-,-,-,-,-,2,"1,490","20,460.0",-,-,-,-,-,-
2010,성북구,5,331,"1,480.0",3,94,"1,302.0",5,401,"6,840.0",,,,,,,-,-,-,,,,"5,191",,,,,,-,-,-,-,-,-,2,"1,490","20,460.0",-,-,-,-,-,-
2011,성북구,5,331,"1,480.0",3,94,"1,302.0",5,401,"6,840.0",,,,,,,-,-,-,,,,"4,967",,,,,,-,-,-,-,-,-,2,"1,490","20,460.0",-,-,-,-,-,-
2012,성북구,5,331,"1,480.0",3,94,"1,302.0",5,401,"6,840.0",,,,,,,-,-,-,,,,"5,283",,,,,,-,-,-,-,-,-,2,"1,390","19,110.0",-,-,-,-,-,-
2013,성북구,5,331,"1,480",3,94,"1,303",5,401,"6,841",,,,,,,-,-,-,,,,"5,281",,,,,,-,-,-,-,-,-,2,"1,390","19,110",-,-,-,-,-,-
2014,성북구,5,331,"1,480",3,94,"1,303",5,401,"6,841",,,,,,,-,-,-,,,,"5,306",,,,,,-,-,-,-,-,-,2,"1,390","19,110",-,-,-,-,-,-
2015,성북구,5,331,"1,480",3,94,"1,303",5,401,"6,841",,,,,,,-,-,-,,,,"5,301",,,,,,-,-,-,-,-,-,2,"1,390","19,110",-,-,-,-,-,-
2016,성북구,5,331,"1,480",3,94,"1,303",5,401,"6,841",,,,,,,-,-,-,,,,"5,288",,,,,,-,-,-,-,-,-,2,"1,390","19,110",-,-,-,-,-,-
2017,성북구,5,331,"1,480",3,94,"1,303",5,401,"6,841",,,,,,,-,-,-,,,,"5,373",,,,,,-,-,-,-,-,-,2,"1,390","19,110",-,-,-,-,-,-
2018,성북구,5,331,"1,480",3,94,"1,303",5,401,"6,841",,,,,,,-,-,-,,,,"5,301",,,,,,-,-,-,-,-,-,2,"1,390","19,110",-,-,-,-,-,-
2019,성북구,5,331,"1,480",3,94,"1,303",5,401,"6,841",,,,,,,-,-,-,,,,"5,584",,,,,,-,-,-,-,-,-,2,"1,390","19,110",-,-,-,-,-,-
