Year,sigName,보도육교,보도육교,보도육교,지하보도,지하보도,지하보도,지하차도,지하차도,지하차도,고가도로,고가도로,고가도로,지하상가,지하상가,지하상가,터널,터널,터널,입체교차,입체교차,입체교차,가로등,가로등,가로등,기타,기타,기타,고가차도,고가차도,고가차도,입체교차로,입체교차로,입체교차로,복개구조물,복개구조물,복개구조물,공동구,공동구,공동구,언더패스,언더패스,언더패스
Year,sigName,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적,개소,연장,면적
1997,마포구,4,91,726,3,189,"1,657",2,415,"2,664",0,0,0,0,0,0,0,0,0,0,0,0,"4,330",0,0,,,,,,,,,,,,,,,,,,
1998,마포구,4,91,366,3,107,640,2,415,"2,664",0,0,0,0,0,0,0,0,0,0,0,0,"4,269",0,0,,,,,,,,,,,,,,,,,,
1999,마포구,4,91,726,3,107,"1,657",1,48,476,0,0,0,0,0,0,0,0,0,0,0,0,"2,780",0,0,,,,,,,,,,,,,,,,,,
2000,마포구,3,71,546,3,107,"1,657",1,48,279,0,0,0,0,0,0,0,0,0,0,0,0,"3,156",0,0,,,,,,,,,,,,,,,,,,
2001,마포구,3,71,546,3,107,"1,657",1,48,279,1,70,994,-,-,-,0,0,0,0,0,0,"4,501",0,0,,,,,,,,,,,,,,,,,,
2002,마포구,3,71,546,3,107,"1,657",1,48,279,1,70,994,0,0,0,0,0,0,0,0,0,"5,136",0,0,,,,,,,,,,,,,,,,,,
2003,마포구,3,71,546,3,107,"1,657",1,48,279,1,70,994,0,0,0,0,0,0,0,0,0,"5,340",0,0,,,,,,,,,,,,,,,,,,
2004,마포구,3,71,546,3,107,"1,657",2,178,"1,629",1,70,994,0,0,0,0,0,0,0,0,0,"5,422",0,0,,,,,,,,,,,,,,,,,,
2005,마포구,2,47,366,3,107,"1,657",1,130,"1,287",1,70,994,0,0,0,0,0,0,0,0,0,"5,663",0,0,,,,,,,,,,,,,,,,,,
2006,마포구,2,48,407,3,107,"1,657",1,130,"1,287",1,70,994,-,-,-,-,-,-,-,-,-,"6,085",-,-,,,,,,,,,,,,,,,,,,
2007,마포구,2,48,407,3,107,"1,657",1,130,"1,287",1,20,284,,,,-,-,-,-,-,-,"6,085",,,3,"1,164","18,960",,,,,,,,,,,,,,,
2008,마포구,2,48,407,3,107,"1,657",1,130,"1,287",1,20,284,,,,-,-,-,-,-,-,"6,025",,,3,"1,164","18,960",,,,,,,,,,,,,,,
2009,마포구,2,48,407,4,280,"1,786.0",1,130,"1,287.0",,,,,,,-,-,-,,,,"6,039",,,,,,1,20,284,-,-,-,1,956,"18,355.0",-,-,-,-,-,-
2010,마포구,2,48,407,4,280,"1,786.0",1,130,"1,287.0",,,,,,,-,-,-,,,,"6,018",,,,,,1,20,284,-,-,-,1,956,"18,355.0",-,-,-,-,-,-
2011,마포구,2,48,407,4,280,"1,786.0",1,130,"1,287.0",,,,,,,-,-,-,,,,"6,694",,,,,,1,20,284,-,-,-,1,956,"18,355.0",-,-,-,-,-,-
2012,마포구,2,48,407,2,72,"1,181.0",1,130,"1,287.0",,,,,,,-,-,-,,,,"7,322",,,,,,1,20,284,-,-,-,1,956,"18,355.0",-,-,-,-,-,-
2013,마포구,2,48,407,2,72,"1,180",1,130,"1,287",,,,,,,-,-,-,,,,"7,312",,,,,,1,20,284,-,-,-,1,956,"18,355",-,-,-,-,-,-
2014,마포구,2,48,407,2,72,"1,180",1,130,"1,287",,,,,,,-,-,-,,,,"7,475",,,,,,1,20,284,-,-,-,1,956,"18,355",-,-,-,-,-,-
2015,마포구,2,48,407,2,72,"1,180",1,130,"1,287",,,,,,,-,-,-,,,,"7,428",,,,,,1,20,284,-,-,-,1,956,"18,355",-,-,-,-,-,-
2016,마포구,3,84,761,1,36,590,1,130,"1,287",,,,,,,-,-,-,,,,"7,645",,,,,,1,20,284,-,-,-,1,956,"18,355",-,-,-,-,-,-
2017,마포구,3,84,761,1,36,590,1,130,"1,287",,,,,,,-,-,-,,,,"7,941",,,,,,1,20,284,-,-,-,1,956,"18,355",-,-,-,-,-,-
2018,마포구,3,84,761,1,36,590,1,130,"1,287",,,,,,,-,-,-,,,,"8,177",,,,,,1,20,284,-,-,-,1,956,"18,355",-,-,-,-,-,-
2019,마포구,3,84,761,1,36,590,1,130,"1,287",,,,,,,-,-,-,,,,"8,313",,,,,,1,20,284,-,-,-,1,956,"18,355",-,-,-,-,-,-
