"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('예산총괄규모', '예산현액', '계')","('예산총괄규모', '예산현액', '일반회계')","('예산총괄규모', '예산현액', '특별회계')","('예산총괄규모', '세입', '계')","('예산총괄규모', '세입', '일반회계')","('예산총괄규모', '세입', '특별회계')","('예산총괄규모', '세출', '계')","('예산총괄규모', '세출', '일반회계')","('예산총괄규모', '세출', '특별회계')"
2015,합계,"39,642,624","31,019,787","8,622,837","41,638,559","32,589,861","9,048,698","36,394,097","29,026,230","7,367,867"
2015,본청,"27,112,104","19,213,944","7,898,160","28,715,600","20,482,828","8,232,772","25,521,635","18,448,024","7,073,611"
2015,자치구,"12,530,520","11,805,843","724,677","12,922,959","12,107,033","815,926","10,872,462","10,578,206","294,256"
2015,종로구,"397,532","345,862","51,671","413,230","355,036","58,194","309,607","291,938","17,669"
2015,중구,"381,121","319,733","61,388","404,508","340,540","63,968","288,168","274,018","14,150"
2015,용산구,"351,681","314,597","37,084","357,466","320,499","36,966","294,616","282,551","12,065"
2015,성동구,"413,372","389,970","23,402","412,946","387,692","25,254","376,862","357,723","19,138"
2015,광진구,"426,144","408,725","17,419","441,295","423,247","18,048","372,409","364,591","7,818"
2015,동대문구,"469,701","448,782","20,919","459,970","438,103","21,867","413,939","404,255","9,684"
2015,중랑구,"490,875","478,255","12,619","503,135","489,344","13,791","449,018","441,696","7,322"
2015,성북구,"561,629","541,266","20,363","573,589","550,462","23,127","502,378","495,394","6,984"
2015,강북구,"490,352","476,430","13,923","498,062","483,860","14,202","433,483","424,831","8,653"
2015,도봉구,"456,009","443,077","12,932","463,184","448,733","14,451","404,327","398,290","6,037"
2015,노원구,"739,907","723,254","16,653","734,386","715,663","18,723","632,998","623,848","9,150"
2015,은평구,"547,618","533,526","14,091","564,103","548,669","15,434","508,710","502,422","6,288"
2015,서대문구,"423,033","405,124","17,909","429,655","410,057","19,598","353,783","347,928","5,855"
2015,마포구,"519,092","448,850","70,242","543,458","473,262","70,197","427,615","411,311","16,304"
2015,양천구,"544,641","494,590","50,051","547,422","494,819","52,603","455,139","439,516","15,622"
2015,강서구,"639,639","625,093","14,547","647,214","630,439","16,775","589,319","578,386","10,932"
2015,구로구,"510,020","485,555","24,465","509,989","484,933","25,056","458,777","440,834","17,943"
2015,금천구,"359,088","345,544","13,544","367,086","352,669","14,417","319,335","312,519","6,815"
2015,영등포구,"516,500","479,145","37,356","513,659","477,878","35,781","445,202","427,802","17,401"
2015,동작구,"440,062","426,611","13,451","458,528","444,062","14,467","387,065","377,443","9,621"
2015,관악구,"546,452","521,683","24,769","554,894","529,681","25,213","483,421","471,572","11,850"
2015,서초구,"519,271","456,469","62,803","537,286","473,579","63,707","404,558","392,272","12,286"
2015,강남구,"677,284","640,571","36,713","845,739","756,311","89,427","589,049","569,456","19,593"
2015,송파구,"596,025","571,988","24,036","609,524","582,768","26,755","532,791","520,779","12,011"
2015,강동구,"513,471","481,143","32,328","532,631","494,727","37,904","439,895","426,830","13,065"
