"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('예산총괄규모', '예산현액', '계')","('예산총괄규모', '예산현액', '일반회계')","('예산총괄규모', '예산현액', '특별회계')","('예산총괄규모', '세입', '계')","('예산총괄규모', '세입', '일반회계')","('예산총괄규모', '세입', '특별회계')","('예산총괄규모', '세출', '계')","('예산총괄규모', '세출', '일반회계')","('예산총괄규모', '세출', '특별회계')"
2018,합계,"53,599,212","41,695,176","11,904,036","56,100,312","44,130,328","11,969,984","48,564,304","38,602,379","9,961,925"
2018,본청,"36,547,866","25,477,177","11,070,689","38,112,058","27,094,753","11,017,305","34,335,451","24,698,783","9,636,668"
2018,자치구,"17,051,346","16,217,998","833,347","17,988,254","17,035,575","952,679","14,228,853","13,903,596","325,257"
2018,종로구,"497,363","434,814","62,549","523,272","460,160","63,112","390,774","373,126","17,648"
2018,중구,"533,091","458,148","74,943","548,409","475,183","73,226","392,769","371,433","21,336"
2018,용산구,"455,090","419,990","35,099","480,243","443,951","36,292","364,558","354,318","10,240"
2018,성동구,"540,506","515,668","24,838","557,891","529,284","28,607","471,020","452,431","18,589"
2018,광진구,"552,302","537,339","14,963","570,638","555,485","15,153","481,121","472,652","8,469"
2018,동대문구,"659,976","633,175","26,801","660,338","633,575","26,763","566,090","557,456","8,634"
2018,중랑구,"707,824","692,155","15,668","742,065","726,512","15,552","593,932","582,878","11,054"
2018,성북구,"773,886","753,061","20,825","797,323","778,164","19,159","644,686","631,364","13,323"
2018,강북구,"642,337","627,805","14,532","673,745","657,898","15,847","565,232","557,970","7,262"
2018,도봉구,"618,862","604,892","13,970","664,004","649,336","14,668","531,804","526,637","5,167"
2018,노원구,"974,126","955,955","18,171","1,010,865","993,147","17,718","810,983","800,809","10,174"
2018,은평구,"803,633","783,492","20,141","839,319","818,536","20,783","673,609","666,177","7,432"
2018,서대문구,"599,956","574,227","25,729","639,710","613,551","26,159","489,641","480,221","9,421"
2018,마포구,"679,344","588,498","90,846","701,909","608,721","93,187","529,466","506,562","22,903"
2018,양천구,"727,238","665,553","61,684","739,427","676,356","63,072","607,165","581,431","25,734"
2018,강서구,"916,322","896,264","20,058","938,453","916,987","21,466","777,674","761,165","16,510"
2018,구로구,"692,188","673,825","18,363","717,699","699,308","18,391","595,531","588,480","7,051"
2018,금천구,"523,234","508,337","14,897","546,935","532,061","14,875","420,363","414,870","5,493"
2018,영등포구,"656,992","623,558","33,435","681,914","648,368","33,546","564,757","545,501","19,256"
2018,동작구,"615,976","600,741","15,235","648,190","631,646","16,544","526,097","518,691","7,406"
2018,관악구,"729,688","700,731","28,957","748,480","717,826","30,654","628,958","615,126","13,833"
2018,서초구,"692,715","639,831","52,884","691,056","638,871","52,185","565,191","554,899","10,292"
2018,강남구,"882,802","839,872","42,930","1,154,965","1,013,994","140,970","713,916","693,034","20,882"
2018,송파구,"826,457","784,256","42,201","851,191","808,496","42,696","704,723","692,074","12,648"
2018,강동구,"749,439","705,811","43,628","860,211","808,159","52,052","618,793","604,293","14,500"
