"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('합계', '계', '연장')","('합계', '계', '면적')","('합계', '포장', '연장')","('합계', '포장', '면적')","('합계', '미포장', '연장')","('합계', '미포장', '면적')","('고속도로', '포장', '연장')","('고속도로', '포장', '면적')","('일반국도', '계', '연장')","('일반국도', '계', '면적')","('일반국도', '포장', '연장')","('일반국도', '포장', '면적')","('일반국도', '미포장', '연장')","('일반국도', '미포장', '면적')","('특별시도', '계', '연장')","('특별시도', '계', '면적')","('특별시도', '포장', '연장')","('특별시도', '포장', '면적')","('특별시도', '미포장', '연장')","('특별시도', '미포장', '면적')"
1993,영등포구,"370,706",…,"332,898",…,"37,808",…,-,…,"12,150",…,"12,150",…,-,-,"358,556",…,"320,748",…,"37,808",…
1994,영등포구,"372,181",…,"334,373",…,"37,808",…,-,…,"12,150",…,"12,150",…,-,-,"360,031",…,"322,223",…,"37,808",…
1995,영등포구,"373,455",…,"335,647",…,"37,808",…,-,…,"12,150",…,"12,150",…,-,-,"361,305",…,"323,497",…,"37,808",…
1996,영등포구,"374,266",…,"336,458",…,"37,808",…,-,…,"12,150",…,"12,150",…,-,-,"362,116",…,"324,308",…,"37,808",…
1997,영등포구,"376,644",0,"339,106",0,"37,538",0,0,0,"12,150",0,"12,150",0,0,0,"364,494",0,"326,956",0,"37,538",0
1998,영등포구,"381,084",0,"343,546",0,"37,538",0,0,0,"12,150",0,"12,150",0,0,0,"368,934",0,"331,396",0,"37,538",0
1999,영등포구,"382,744",0,"345,206",0,"37,538",0,0,0,"71,500",0,"71,500",0,0,0,"311,244",0,"273,706",0,"37,538",0
2000,영등포구,"383,629","4,342,492","346,091","4,070,444","37,538","272,048",0,0,"12,150","422,500","12,150","422,500",0,0,"371,479","3,919,992","333,941","3,647,944","37,538","272,048"
2001,영등포구,"385,559","4,355,892","385,559","4,355,892",0,0,0,0,"12,150","422,500","12,150","422,500",0,0,"373,409","3,933,392","373,409","3,933,392",0,0
2002,영등포구,"385,899","4,362,642","385,899","4,362,642",0,0,0,0,"12,150","422,500","12,150","422,500",0,0,"373,749","3,940,142","373,749","3,940,142",0,0
2003,영등포구,"385,899","4,362,642","385,899","4,362,642",0,0,0,0,"12,150","422,500","12,150","422,500",0,0,"373,749","3,940,142","373,749","3,940,142",0,0
2004,영등포구,"386,318","4,366,387","386,318","4,366,387",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"374,168","3,943,887","374,168","3,943,887",-,-
2005,영등포구,"386,318","4,373,147","386,318","4,373,147",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"374,168","3,950,647","374,168","3,950,647",-,-
2006,영등포구,"386,344","4,373,459","386,344","4,373,459",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"374,194","3,950,959","374,194","3,950,959",-,-
2007,영등포구,"386,344","4,374,579","386,344","4,374,579",…,…,-,-,"12,150","422,500","12,150","422,500",-,-,"374,194","3,952,079","374,194","3,952,079",…,…
2008,영등포구,"386,359","4,374,579","386,359","4,374,579",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"374,209","3,952,079","374,209","3,952,079",-,-
2009,영등포구,"387,179","4,401,256","387,179","4,401,256",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"375,029","3,978,756","375,029","3,978,756",-,-
2010,영등포구,"387,502","4,404,364","387,502","4,404,364",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"375,352","3,981,864","375,352","3,981,864",-,-
2011,영등포구,"387,502","4,404,364","387,502","4,404,364",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"375,352","3,981,864","375,352","3,981,864",-,-
2012,영등포구,"387,794","4,406,116","387,794","4,406,116",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"375,644","3,983,616","375,644","3,983,616",-,-
2013,영등포구,"387,922","4,409,384","387,922","4,409,384",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"375,772","3,986,884","375,772","3,986,884",-,-
2014,영등포구,"388,539","4,417,336","388,539","4,417,336",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"376,389","3,994,836","376,389","3,994,836",-,-
2015,영등포구,"388,797","4,420,869","388,797","4,420,869",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"376,647","3,998,369","376,647","3,998,369",-,-
2016,영등포구,"388,797","4,422,877","388,797","4,422,877",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"376,647","4,000,377","376,647","4,000,377",-,-
2017,영등포구,"389,038","4,434,015","389,038","4,434,015",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"376,888","4,011,515","376,888","4,011,515",-,-
2018,영등포구,"389,191","4,435,768","389,191","4,435,768",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"377,041","4,013,268","377,041","4,013,268",-,-
2019,영등포구,"390,123","4,437,303","390,123","4,437,303",-,-,-,-,"12,150","422,500","12,150","422,500",-,-,"377,973","4,014,803","377,973","4,014,803",-,-
