"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('합계', '계', '연장')","('합계', '계', '면적')","('합계', '포장', '연장')","('합계', '포장', '면적')","('합계', '미포장', '연장')","('합계', '미포장', '면적')","('고속도로', '포장', '연장')","('고속도로', '포장', '면적')","('일반국도', '계', '연장')","('일반국도', '계', '면적')","('일반국도', '포장', '연장')","('일반국도', '포장', '면적')","('일반국도', '미포장', '연장')","('일반국도', '미포장', '면적')","('특별시도', '계', '연장')","('특별시도', '계', '면적')","('특별시도', '포장', '연장')","('특별시도', '포장', '면적')","('특별시도', '미포장', '연장')","('특별시도', '미포장', '면적')"
1993,구로구,"424,782",…,"308,352",…,"116,430",…,-,…,"12,420",…,"12,420",…,-,-,"412,362",…,"295,932",…,"116,430",…
1994,구로구,"427,230",…,"310,800",…,"116,430",…,-,…,"12,420",…,"12,420",…,-,-,"414,810",…,"298,380",…,"116,430",…
1995,구로구,"260,351",…,"173,687",…,"86,664",…,-,…,"6,290",…,"6,290",…,-,-,"254,061",…,"167,397",…,"86,664",…
1996,구로구,"261,160",…,"175,068",…,"86,092",…,-,…,"6,290",…,"6,290",…,-,-,"254,870",…,"168,778",…,"86,092",…
1997,구로구,"264,172",0,"178,480",0,"85,692",0,0,0,"6,290",0,"6,290",0,0,0,"257,882",0,"172,190",0,"85,692",0
1998,구로구,"265,850",0,"180,158",0,"85,692",0,0,0,"6,290",0,"6,290",0,0,0,"259,560",0,"173,868",0,"85,692",0
1999,구로구,"268,714",0,"183,022",0,"85,692",0,0,0,"28,040",0,"28,040",0,0,0,"240,674",0,"154,982",0,"85,692",0
2000,구로구,"270,676","2,742,837","184,984","2,466,029","85,692","276,808",0,0,"6,290","265,928","6,290","265,928",0,0,"264,386","2,476,909","178,694","2,200,101","85,692","276,808"
2001,구로구,"273,909","2,787,669","273,909","2,787,669",0,0,0,0,"6,290","265,928","6,290","265,928",0,0,"267,619","2,521,741","267,619","2,521,741",0,0
2002,구로구,"275,560","2,799,778","275,560","2,799,778",0,0,0,0,"6,290","265,928","6,290","265,928",0,0,"269,270","2,533,850","269,270","2,533,850",0,0
2003,구로구,"279,177","2,842,206","279,177","2,842,206",0,0,0,0,"6,290","265,928","6,290","265,928",0,0,"272,887","2,576,278","272,887","2,576,278",0,0
2004,구로구,"281,105","2,870,904","281,025","2,869,944",80,960,-,-,"6,290","265,928","6,290","265,928",-,-,"274,815","2,604,976","274,735","2,604,016",80,960
2005,구로구,"282,778","2,899,105","282,698","2,898,145",80,960,-,-,"6,290","265,928","6,290","265,928",-,-,"276,488","2,633,177","276,408","2,632,217",80,960
2006,구로구,"283,979","2,910,003","283,979","2,910,003",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"277,689","2,644,075","277,689","2,644,075",-,-
2007,구로구,"285,908","2,970,270","285,908","2,970,270",…,…,-,-,"6,290","265,928","6,290","265,928",-,-,"279,618","2,704,342","279,618","2,704,342",…,…
2008,구로구,"286,536","2,978,264","286,536","2,978,264",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"280,246","2,712,336","280,246","2,712,336",-,-
2009,구로구,"286,711","2,985,154","286,711","2,985,154",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"280,421","2,719,226","280,421","2,719,226",-,-
2010,구로구,"287,021","2,994,380","287,021","2,994,380",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"280,731","2,728,452","280,731","2,728,452",-,-
2011,구로구,"287,330","3,000,090","287,330","3,000,090",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"281,040","2,734,162","281,040","2,734,162",-,-
2012,구로구,"292,894","3,138,090","292,894","3,138,090",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"286,604","2,872,162","286,604","2,872,162",-,-
2013,구로구,"293,241","3,151,152","293,241","3,151,152",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"286,951","2,885,224","286,951","2,885,224",-,-
2014,구로구,"293,241","3,151,292","293,241","3,151,292",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"286,951","2,885,364","286,951","2,885,364",-,-
2015,구로구,"293,254","3,151,424","293,254","3,151,424",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"286,964","2,885,496","286,964","2,885,496",-,-
2016,구로구,"293,674","3,159,199","293,674","3,159,199",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"287,384","2,893,271","287,384","2,893,271",-,-
2017,구로구,"294,097","3,162,231","294,097","3,162,231",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"287,807","2,896,303","287,807","2,896,303",-,-
2018,구로구,"294,178","3,162,493","294,178","3,162,493",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"287,888","2,896,565","287,888","2,896,565",-,-
2019,구로구,"294,411","3,164,758","294,411","3,164,758",-,-,-,-,"6,290","265,928","6,290","265,928",-,-,"288,121","2,898,830","288,121","2,898,830",-,-
