"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('합계', '계', '연장')","('합계', '계', '면적')","('합계', '포장', '연장')","('합계', '포장', '면적')","('합계', '미포장', '연장')","('합계', '미포장', '면적')","('고속도로', '포장', '연장')","('고속도로', '포장', '면적')","('일반국도', '계', '연장')","('일반국도', '계', '면적')","('일반국도', '포장', '연장')","('일반국도', '포장', '면적')","('일반국도', '미포장', '연장')","('일반국도', '미포장', '면적')","('특별시도', '계', '연장')","('특별시도', '계', '면적')","('특별시도', '포장', '연장')","('특별시도', '포장', '면적')","('특별시도', '미포장', '연장')","('특별시도', '미포장', '면적')"
1993,관악구,"303,483",…,"260,482",…,"43,001",…,-,…,"2,100",…,"2,100",…,-,-,"301,383",…,"258,382",…,"43,001",…
1994,관악구,"304,587",…,"261,586",…,"43,001",…,-,…,"2,100",…,"2,100",…,-,-,"302,487",…,"259,486",…,"43,001",…
1995,관악구,"305,388",…,"262,387",…,"43,001",…,-,…,"2,100",…,"2,100",…,-,-,"303,288",…,"260,287",…,"43,001",…
1996,관악구,"306,316",…,"263,315",…,"43,001",…,-,…,"2,100",…,"2,100",…,-,-,"304,216",…,"261,215",…,"43,001",…
1997,관악구,"307,162",0,"267,996",0,"39,166",0,0,0,"2,100",0,"2,100",0,0,0,"305,062",0,"265,896",0,"39,166",0
1998,관악구,"307,777",0,"268,611",0,"39,166",0,0,0,"2,100",0,"2,100",0,0,0,"305,677",0,"266,511",0,"39,166",0
1999,관악구,"308,729",0,"269,723",0,"39,006",0,0,0,"35,870",0,"35,870",0,0,0,"272,859",0,"233,853",0,"39,006",0
2000,관악구,"311,524","2,635,117","272,518","2,395,185","39,006","239,932",0,0,"2,100","96,600","2,100","96,600",0,0,"309,424","2,538,517","270,418","2,298,585","39,006","239,932"
2001,관악구,"314,918","2,672,970","314,918","2,672,970",0,0,0,0,"2,100","96,600","2,100","96,600",0,0,"312,818","2,576,370","312,818","2,576,370",0,0
2002,관악구,"315,006","2,674,324","315,006","2,674,324",0,0,0,0,"2,100","96,600","2,100","96,600",0,0,"312,906","2,577,724","312,906","2,577,724",0,0
2003,관악구,"312,415","2,686,274","312,415","2,686,274",0,0,0,0,"2,100","96,600","2,100","96,600",0,0,"310,315","2,589,674","310,315","2,589,674",0,0
2004,관악구,"314,252","2,720,414","314,252","2,720,414",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"312,152","2,623,814","312,152","2,623,814",-,-
2005,관악구,"314,563","2,722,062","314,563","2,722,062",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"312,463","2,625,462","312,463","2,625,462",-,-
2006,관악구,"315,721","2,746,921","315,721","2,746,921",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"313,621","2,650,321","313,621","2,650,321",-,-
2007,관악구,"316,103","2,754,849","316,103","2,754,579",…,…,-,-,"2,100","96,600","2,100","96,600",-,-,"314,003","2,658,249","314,003","2,657,979",…,…
2008,관악구,"316,103","2,754,849","316,103","2,754,849",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"314,003","2,658,249","314,003","2,658,249",-,-
2009,관악구,"316,103","2,754,849","316,103","2,754,849",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"314,003","2,658,249","314,003","2,658,249",-,-
2010,관악구,"316,103","2,754,849","316,103","2,754,849",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"314,003","2,658,249","314,003","2,658,249",-,-
2011,관악구,"316,103","2,754,849","316,103","2,754,849",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"314,003","2,658,249","314,003","2,658,249",-,-
2012,관악구,"316,103","2,755,421","316,103","2,755,421",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"314,003","2,658,821","314,003","2,658,821",-,-
2013,관악구,"316,103","2,758,169","316,103","2,758,169",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"314,003","2,661,569","314,003","2,661,569",-,-
2014,관악구,"316,103","2,758,169","316,103","2,758,169",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"314,003","2,661,569","314,003","2,661,569",-,-
2015,관악구,"316,103","2,758,169","316,103","2,758,169",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"314,003","2,661,569","314,003","2,661,569",-,-
2016,관악구,"322,203","3,028,487","322,203","3,028,487",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"320,103","2,931,887","320,103","2,931,887",-,-
2017,관악구,"322,203","3,028,487","322,203","3,028,487",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"320,103","2,931,887","320,103","2,931,887",-,-
2018,관악구,"322,203","3,028,487","322,203","3,028,487",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"320,103","2,931,887","320,103","2,931,887",-,-
2019,관악구,"322,203","3,028,487","322,203","3,028,487",-,-,-,-,"2,100","96,600","2,100","96,600",-,-,"320,103","2,931,887","320,103","2,931,887",-,-
