Year,sigName,합계,합계,합계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,자연공원,기타공원,기타공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,기타공원,도시공원,도시공원,도시공원,도시공원,계,계,계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원
Year,sigName,합계,합계,합계,계,계,계,도시자연공원,도시자연공원,도시자연공원,근린공원,근린공원,근린공원,어린이공원,어린이공원,묘지공원,묘지공원,자연공원,자연공원,기타공원,기타공원,어린이공원,체육공원,체육공원,소공원,소공원,역사공원,역사공원,자연공원,기타공원,문화공원,문화공원,수변공원,수변공원,계,계,계,소계,소계,소계,생태공원,생태공원,가로공원,가로공원
Year,sigName,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적,공원수,면적,공원수,면적,(중복),공원수,면적,공원수,면적,공원수,면적,(중복),(중복),공원수,면적,공원수,면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적
1993,노원구,103,1,"13,897.0",102,1,"13,736.0",2,-,"12,056.0",19,1,"1,534.0",81,146,-,-,-,-,1,161,,,,,,,,,,,,,,,,,,,,,,,
1994,노원구,110,1,"13,929.0",109,1,"13,768.0",2,-,"12,056.0",21,1,"1,558.0",86,154,-,-,-,-,1,161,,,,,,,,,,,,,,,,,,,,,,,
1995,노원구,117,…,"13,972.0",116,-,"13,811.0",2,…,"12,056.0",23,…,"1,592.0",91,163,-,-,-,-,1,161,…,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1996,노원구,118,-,"13,946.0",117,-,"13,785.0",2,-,"12,029.0",24,-,"1,592.0",91,164,-,-,-,-,1,161,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1997,노원구,119,-,"13,941.0",118,-,"13,780.0",2,-,"12,024.0",24,-,"1,590.0",92,166,-,-,-,-,1,161,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1998,노원구,119,-,"13,941.0",118,-,"13,780.0",2,-,"12,024.0",25,-,"1,599.0",91,157,-,-,-,-,1,161,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
1999,노원구,119,-,"13,942.0",118,-,"13,781.0",2,-,"12,025.0",25,-,"1,599.0",91,157,-,-,-,-,1,161,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2000,노원구,119,-,"13,943.0",118,-,"13,782.0",2,-,"12,025.0",25,-,"1,600.0",91,157,-,-,-,-,1,161,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2001,노원구,122,-,"13,944.7",118,-,"13,781.7",2,-,"12,025.2",25,-,"1,600.0",91,156.5,-,-,-,-,4,163,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2002,노원구,124,-,"13,947.0",118,-,"13,783.0",2,-,"12,026.0",25,-,"1,600.0",91,157,-,-,-,-,6,164,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2003,노원구,124,-,"13,946.0",118,-,"13,782.0",2,-,"12,025.0",25,-,"1,600.0",91,157,-,-,-,-,6,164,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2004,노원구,130,-,"13,948.0",118,-,"13,782.0",2,-,"12,025.0",25,-,"1,600.0",91,157,-,-,-,-,12,166,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2005,노원구,137,-,"14,056.0",118,-,"13,782.0",2,-,"12,025.0",25,-,"1,600.0",91,157,-,-,-,-,19,274,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2006,노원구,137,-,"14,055.0",118,-,"13,781.0",2,-,"12,025.0",25,-,"1,600.0",91,156,-,-,-,-,19,274,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
2007,노원구,138,-,"14,056.7",118,-,"13,781.9",2,-,"12,025.2",25,-,"1,600.2",91,156.4,-,-,-,-,20,274.8,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
2008,노원구,146,-,"14,126.0",126,-,"13,851.0",2,-,"12,024.0",27,-,"1,627.0",92,171,-,-,-,-,20,275,,-,-,1,2,-,-,-,-,4,27,-,-,,,,,,,,,,
2009,노원구,146,-,"14,125.8",126,-,"13,851.0",2,-,"12,024.3",27,-,"1,626.8",92,171.5,-,-,-,-,20,274.8,,-,-,1,1.8,-,-,-,-,4,26.7,-,-,,,,,,,,,,
2010,노원구,146,-,"14,125.8",126,-,"13,851.0",2,-,"12,024.3",27,-,"1,626.8",92,171.5,-,-,-,-,20,274.8,,-,-,1,1.8,-,-,-,-,4,26.7,-,-,,,,,,,,,,
2011,노원구,,,,,,,2,-,"12,024.3",27,-,"1,626.8",92,171.5,-,-,-,-,20,274.8,,-,-,1,1.8,-,-,-,-,4,26.7,-,-,146,-,"14,125.8",126,-,"13,851.0",-,-,,
