Year,sigName,합계,합계,합계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,자연공원,기타공원,기타공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,기타공원,도시공원,도시공원,도시공원,도시공원,계,계,계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원
Year,sigName,합계,합계,합계,계,계,계,도시자연공원,도시자연공원,도시자연공원,근린공원,근린공원,근린공원,어린이공원,어린이공원,묘지공원,묘지공원,자연공원,자연공원,기타공원,기타공원,어린이공원,체육공원,체육공원,소공원,소공원,역사공원,역사공원,자연공원,기타공원,문화공원,문화공원,수변공원,수변공원,계,계,계,소계,소계,소계,생태공원,생태공원,가로공원,가로공원
Year,sigName,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적,공원수,면적,공원수,면적,(중복),공원수,면적,공원수,면적,공원수,면적,(중복),(중복),공원수,면적,공원수,면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적
1993,종로구,46,-,"5,947.0",46,-,"5,947.0",3,-,"3,688.0",13,-,"2,183.0",30,76,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,
1994,종로구,46,-,"5,947.0",46,-,"5,947.0",3,-,"3,688.0",13,-,"2,183.0",30,76,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,
1995,종로구,48,…,"9,798.0",48,-,"5,948.0",3,…,"3,684.0",15,…,"2,188.0",30,76,-,-,-,"3,850.0",-,-,…,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
1996,종로구,48,1,"9,927.0",48,-,"6,077.0",3,-,"3,684.0",16,-,"2,324.0",29,69,-,-,-,"3,850.0",-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
1997,종로구,48,1,"9,967.0",48,-,"6,117.0",3,-,"3,684.0",16,-,"2,364.0",29,69,-,-,-,"3,850.0",-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
1998,종로구,50,1,"9,978.0",49,-,"6,118.0",3,-,"3,684.0",16,-,"2,364.0",30,70,-,-,-,"3,850.0",1,10,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
1999,종로구,50,1,"9,977.0",49,-,"6,118.0",3,-,"3,684.0",17,-,"2,367.0",29,67,-,-,-,"3,850.0",1,9,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2000,종로구,50,1,"9,977.0",49,-,"6,118.0",3,-,"3,684.0",18,-,"2,370.0",28,64,-,-,-,"3,850.0",1,9,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2001,종로구,53,1,"10,003.6",49,-,"6,143.6",3,-,"3,709.0",18,-,"2,371.0",28,63.6,-,-,-,"3,850.0",4,10,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2002,종로구,71,1,"10,551.0",49,-,"6,143.0",3,-,"3,709.0",18,-,"2,370.0",28,64,-,-,-,"4,328.0",22,80,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2003,종로구,73,2,"10,582.0",48,1,"6,172.0",2,1,"3,734.0",19,-,"2,376.0",27,62,-,-,-,"4,328.0",25,82,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2004,종로구,76,2,"10,585.0",50,1,"6,175.0",2,1,"3,734.0",21,-,"2,380.0",27,61,-,-,-,"4,328.0",26,82,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2005,종로구,80,2,"10,636.0",51,1,"6,186.0",2,1,"3,734.0",22,-,"2,391.0",27,61,-,-,-,"4,328.0",29,122,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,
2006,종로구,90,2,"10,656.0",62,1,"6,206.0",2,1,"3,734.0",24,-,"2,402.0",31,69,-,-,-,"4,328.0",28,122,-,-,-,5,1,-,-,1,-,,,,,,,,,,,,,,
2007,종로구,93,(2),"10,637.6",65,(1),"6,227.8",2,(1),"3,734.1",27,-,"2,421.2",31,71.2,-,-,-,"4,328.0",28,81.8,,-,-,5,1.2,-,-,(1),-,-,-,,,,,,,,,,,,
2008,종로구,100,1,"10,654.0",68,1,"6,243.0",2,1,"3,734.0",28,-,"2,436.0",31,71,-,-,1,"4,328.0",31,83,,-,-,7,2,-,-,-,-,-,-,-,-,,,,,,,,,,
2009,종로구,100,2,"11,464.0",67,1,"7,058.9",2,1,"3,734.1",26,-,"3,138.7",26,64.7,-,-,-,"4,282.0",33,123.1,,-,-,10,6.3,2,109.4,1,-,1,5.8,-,-,,,,,,,,,,
2010,종로구,99,2,"10,900.9",64,1,"6,448.1",2,1,"3,734.1",25,-,"2,531.1",24,61.5,-,-,-,"4,328.0",35,124.9,,-,-,10,6.3,2,109.4,1,-,1,5.8,-,-,,,,,,,,,,
