Year,sigName,합계,합계,합계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,자연공원,기타공원,기타공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,기타공원,도시공원,도시공원,도시공원,도시공원,계,계,계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원
Year,sigName,합계,합계,합계,계,계,계,도시자연공원,도시자연공원,도시자연공원,근린공원,근린공원,근린공원,어린이공원,어린이공원,묘지공원,묘지공원,자연공원,자연공원,기타공원,기타공원,어린이공원,체육공원,체육공원,소공원,소공원,역사공원,역사공원,자연공원,기타공원,문화공원,문화공원,수변공원,수변공원,계,계,계,소계,소계,소계,생태공원,생태공원,가로공원,가로공원
Year,sigName,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적,공원수,면적,공원수,면적,(중복),공원수,면적,공원수,면적,공원수,면적,(중복),(중복),공원수,면적,공원수,면적,공원수,(중복),면적,공원수,(중복),면적,공원수,면적,공원수,면적
2013,합계,,,,,,,20,13,"65,562.9",398,13,"43,739.8","1,301","2,245.3",4,"2,416.1",1,"37,345.0",626,"16,988.6",,5,148.6,366,483.6,12,416.1,5,3,39,600.1,8,80.9,"2,782",34,"170,080.9","2,155",26,"115,747.3",1,51.5,1,2.4
2013,종로구,,,,,,,2,1,"3,734.1",23,-,"2,511.8",28,65.1,-,-,-,"4,998.0",39,126.9,,-,-,16,17.5,2,109.4,1,-,4,12.7,-,-,114,2,"11,575.4",75,1,"6,450.5",-,-,-,-
2013,중구,,,,,,,1,-,"1,785.1",9,2,"1,196.8",18,37.2,-,-,-,-,11,49.6,,1,29.7,23,18.4,-,-,-,-,5,11.3,-,-,68,2,"3,128.1",57,2,"3,078.5",-,-,-,-
2013,용산구,,,,,,,-,-,-,8,1,627.6,23,45.1,-,-,-,-,37,"1,012.6",,-,-,28,41,3,23.9,-,-,1,43.4,-,-,101,1,"1,796.0",64,1,783.3,-,-,1,2.4
2013,성동구,,,,,,,-,-,-,10,1,"1,062.1",33,54.3,-,-,-,-,22,"1,841.7",,1,2.8,13,10.6,-,-,-,-,1,90.4,-,-,80,1,"3,061.7",58,1,"1,220.1",-,-,-,-
2013,광진구,,,,,,,-,1,"2,307.1",2,-,561.9,35,38.4,-,-,-,-,13,445.5,,-,-,4,5.2,1,37.4,-,1,-,-,-,-,55,2,"3,395.6",42,1,"2,950.0",-,-,-,-
2013,동대문구,,,,,,,-,-,-,12,1,863.2,47,91,-,-,-,-,16,242.1,,-,-,26,34.2,1,3.9,-,-,-,-,-,-,102,1,"1,234.5",86,1,992.4,-,-,-,-
2013,중랑구,,,,,,,1,-,"2,800.6",10,-,"1,334.0",46,63.2,1,832.8,-,-,36,181.3,,-,-,9,18.8,-,-,-,-,-,-,-,-,103,-,"5,230.7",67,-,"5,049.4",-,-,-,-
2013,성북구,,,,,,,1,1,"2,276.2",11,3,"2,057.4",41,107.3,-,-,-,"3,864.0",53,58.4,,-,-,22,24.3,-,-,1,-,1,1.9,1,1.8,130,5,"8,391.2",77,4,"4,468.8",-,-,-,-
2013,강북구,,,,,,,-,1,128.3,3,-,"2,049.7",44,76.2,-,-,1,"11,899.0",19,158.4,,-,-,13,10.3,-,-,-,-,3,14.7,-,-,83,1,"14,336.6",63,1,"2,279.2",-,-,-,-
2013,도봉구,,,,,,,-,-,-,2,1,"1,003.6",39,50.3,-,-,-,"8,703.0",24,205.9,,1,33.8,8,11.1,-,-,1,-,-,-,-,-,75,2,"10,059.2",51,1,"1,150.3",1,51.5,-,-
2013,노원구,,,,,,,2,-,"12,024.3",25,-,"1,535.9",97,175.8,-,-,-,-,48,311.7,,1,67.1,1,1.8,-,-,-,-,4,46.9,-,-,178,-,"14,163.4",130,-,"13,851.7",-,-,-,-
2013,은평구,,,,,,,2,1,"3,340.3",25,1,"2,715.0",48,92.9,-,-,-,"7,663.0",39,113.6,,-,-,23,41.1,-,-,1,-,3,65.3,-,-,140,3,"14,031.2",101,2,"6,254.6",-,-,-,-
2013,서대문구,,,,,,,1,2,"3,449.5",9,-,"1,322.6",47,101.9,-,-,-,218,39,16.9,,-,-,21,16,-,-,1,-,3,11.3,-,-,120,3,"5,136.2",81,2,"4,901.3",-,-,-,-
2013,마포구,,,,,,,-,-,-,12,-,"2,170.6",57,91.8,1,13.2,-,-,47,"2,461.2",,-,-,23,42.3,1,4.8,-,-,7,24.9,-,-,148,-,"4,808.8",101,-,"2,347.5",-,-,-,-
2013,양천구,,,,,,,-,1,"1,003.5",18,-,"1,115.9",73,126.4,-,-,-,-,18,422.6,,-,-,9,19.7,-,-,-,-,1,217.9,-,-,119,1,"2,906.1",101,1,"2,483.5",-,-,-,-
