Year,sigName,합계,합계,합계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,자연공원,기타공원,기타공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,자연공원,기타공원,도시공원,도시공원,도시공원,도시공원,계,계,계,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원,도시공원
2013,강서구,,,,,,,-,-,-,23,-,"3,044.6",125,190.2,-,-,-,-,11,"1,083.4",,-,-,3,1.9,-,-,-,-,1,3.8,-,-,163,-,"4,324.0",152,-,"3,240.6",-,-,-,-
2013,구로구,,,,,,,2,-,"1,685.4",14,1,"1,107.6",24,47.8,-,-,-,-,41,321.4,,-,-,14,23.8,-,-,-,-,1,3.3,-,-,96,1,"3,189.4",55,1,"2,868.0",-,-,-,-
2013,금천구,,,,,,,-,1,"1,955.4",3,-,33.4,41,41.4,-,-,-,-,7,159.2,,-,-,-,-,-,-,-,-,-,-,-,-,51,1,"2,189.5",44,1,"2,030.3",-,-,-,-
2013,영등포구,,,,,,,-,-,-,13,-,583.2,34,102.1,-,-,-,-,34,"2,344.8",,-,-,41,56.7,1,3,-,-,-,-,-,-,123,-,"3,089.7",89,-,744.9,-,-,-,-
2013,동작구,,,,,,,-,-,-,10,-,"2,875.9",34,41.7,1,"1,442.3",-,-,14,191.4,,-,-,19,19.1,1,47.8,-,1,1,12.2,-,-,80,1,"4,630.5",66,-,"4,439.1",-,-,-,-
2013,관악구,,,,,,,1,-,"10,420.8",4,2,400.5,71,87.3,-,-,-,-,13,6.7,,-,-,16,22.4,-,-,-,-,1,4.3,4,33.5,110,2,"10,975.5",97,2,"10,968.8",-,-,-,-
2013,서초구,,,,,,,6,-,"13,026.3",26,-,"1,728.0",84,134.9,1,127.8,-,-,11,794.9,,-,-,3,8.6,-,-,-,-,-,-,-,-,131,-,"15,820.5",120,-,"15,025.6",-,-,-,-
2013,강남구,,,,,,,-,2,"2,449.8",52,-,"2,251.1",62,99,-,-,-,-,14,"1,290.5",,-,-,7,7.1,1,75.6,-,-,1,34,-,-,137,2,"6,207.1",123,2,"4,916.6",-,-,-,-
2013,송파구,,,,,,,-,-,-,49,-,"1,519.4",82,136.9,-,-,-,-,11,"2,605.6",,-,-,2,1.9,-,-,-,1,-,-,-,-,144,1,"4,264.0",133,-,"1,658.3",-,-,-,-
2013,강동구,,,,,,,1,1,713.4,24,-,"1,397.9",68,147.1,-,-,-,-,9,542.2,,1,15.1,22,29.8,1,110.2,-,-,1,1.8,3,45.6,130,1,"3,003.3",121,1,"2,461.1",-,-,-,-
2013,서울대공원,,,,,,,-,1,"2,462.8",1,-,"6,670.0",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,1,1,"9,132.8",1,1,"9,132.8",-,-,-,-
