"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('합계', '계', '연장')","('합계', '계', '면적')","('합계', '포장', '연장')","('합계', '포장', '면적')","('합계', '미포장', '연장')","('합계', '미포장', '면적')","('고속도로', '포장', '연장')","('고속도로', '포장', '면적')","('일반국도', '계', '연장')","('일반국도', '계', '면적')","('일반국도', '포장', '연장')","('일반국도', '포장', '면적')","('일반국도', '미포장', '연장')","('일반국도', '미포장', '면적')","('특별시도', '계', '연장')","('특별시도', '계', '면적')","('특별시도', '포장', '연장')","('특별시도', '포장', '면적')","('특별시도', '미포장', '연장')","('특별시도', '미포장', '면적')"
1995,강북구,"216,527",…,"187,920",…,"28,607",…,-,…,"3,300",…,"3,300",…,-,-,"213,227",…,"184,620",…,"28,607",…
1996,강북구,"210,757",…,"208,642",…,"2,115",…,-,…,"3,300",…,"3,300",…,-,-,"207,457",…,"205,342",…,"2,115",…
1997,강북구,"212,236",0,"210,401",0,"1,835",0,0,0,"3,300",0,"3,300",0,0,0,"208,936",0,"207,101",0,"1,835",0
1998,강북구,"214,070",0,"212,235",0,"1,835",0,0,0,"3,300",0,"3,300",0,0,0,"210,770",0,"208,935",0,"1,835",0
1999,강북구,"214,372",0,"212,537",0,"1,835",0,0,0,"31,330",0,"31,330",0,0,0,"183,042",0,"181,207",0,"1,835",0
2000,강북구,"216,270","1,833,920","214,435","1,827,162","1,835","6,758",0,0,"3,300","86,000","3,300","86,000",0,0,"212,970","1,747,920","211,135","1,741,162","1,835","6,758"
2001,강북구,"217,527","1,852,266","216,965","1,849,808",562,"2,458",0,0,"3,300","86,000","3,300","86,000",0,0,"214,227","1,766,266","213,665","1,763,808",562,"2,458"
2002,강북구,"219,009","1,863,264","218,447","1,860,806",562,"2,458",0,0,"3,300","86,000","3,300","86,000",0,0,"215,709","1,777,264","215,147","1,774,806",562,"2,458"
2003,강북구,"219,687","1,871,252","219,125","1,868,794",562,"2,458",0,0,"3,300","86,000","3,300","86,000",0,0,"216,387","1,785,252","215,825","1,782,794",562,"2,458"
2004,강북구,"220,612","1,880,102","220,050","1,877,644",562,"2,458",-,-,"3,300","86,000","3,300","86,000",-,-,"217,312","1,794,102","216,750","1,791,644",562,"2,458"
2005,강북구,"223,863","1,921,254","223,301","1,918,796",562,"2,458",-,-,"3,300","86,000","3,300","86,000",-,-,"220,563","1,835,254","220,001","1,832,796",562,"2,458"
2006,강북구,"226,969","1,948,922","226,969","1,948,922",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,669","1,862,922","223,669","1,862,922",-,-
2007,강북구,"227,535","1,954,186","227,535","1,954,746",…,…,-,-,"3,300","86,000","3,300","86,000",-,-,"224,235","1,868,186","224,235","1,868,746",…,…
2008,강북구,"227,658","1,958,690","227,658","1,958,690",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"224,358","1,872,690","224,358","1,872,690",-,-
2009,강북구,"228,637","1,964,946","228,637","1,964,946",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"225,337","1,878,946","225,337","1,878,946",-,-
2010,강북구,"226,349","1,959,541","226,349","1,959,541",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,049","1,873,541","223,049","1,873,541",-,-
2011,강북구,"226,664","1,967,767","226,664","1,967,767",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,364","1,881,767","223,364","1,881,767",-,-
2012,강북구,"226,664","1,967,767","226,664","1,967,767",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,364","1,881,767","223,364","1,881,767",-,-
2013,강북구,"226,664","1,968,951","226,664","1,968,951",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,364","1,882,951","223,364","1,882,951",-,-
2014,강북구,"226,714","1,970,631","226,714","1,970,631",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,414","1,884,631","223,414","1,884,631",-,-
2015,강북구,"226,714","1,971,185","226,714","1,971,185",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,414","1,885,185","223,414","1,885,185",-,-
2016,강북구,"226,714","1,971,185","226,714","1,971,185",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,414","1,885,185","223,414","1,885,185",-,-
2017,강북구,"226,714","1,971,185","226,714","1,971,185",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,414","1,885,185","223,414","1,885,185",-,-
2018,강북구,"226,714","1,974,677","226,714","1,974,677",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,414","1,888,677","223,414","1,888,677",-,-
2019,강북구,"227,266","1,982,554","227,266","1,982,554",-,-,-,-,"3,300","86,000","3,300","86,000",-,-,"223,966","1,896,554","223,966","1,896,554",-,-
