Year,sigName,합계,합계,특 1등급,특 1등급,특 2등급,특 2등급,1등급,1등급,2등급,2등급,3등급,3등급,등급미정,등급미정,가족호텔,가족호텔,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,수입실적,수입실적,수입실적,호스텔,호스텔,5성급,5성급,4성급,4성급,3성급,3성급,2성급,2성급,1성급,1성급,소형호텔,소형호텔,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률
2013,강서구,19,"1,607",1,239,2,295,3,195,2,80,-,-,11,798,-,-,58,82.3,69.6,54.8,-,69.1,-,"49,090","29,376","19,714",-,-,,,,,,,,,,,,,,,,,,,
2013,구로구,4,828,1,269,1,201,-,-,-,-,-,-,2,358,-,-,79.8,-,-,-,-,-,-,"27,635","14,329","13,306",-,-,,,,,,,,,,,,,,,,,,,
2013,금천구,3,342,-,-,1,219,-,-,-,-,-,-,2,123,-,-,-,77.3,-,-,-,91,-,"14,739","8,393","6,346",-,-,,,,,,,,,,,,,,,,,,,
2013,영등포구,7,"1,309",1,434,2,518,1,107,2,147,-,-,-,-,1,103,55.7,83,92.4,-,-,-,-,"54,864","44,166","10,697",-,-,,,,,,,,,,,,,,,,,,,
2013,동작구,1,63,-,-,-,-,-,-,-,-,-,-,1,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,
2013,관악구,1,45,-,-,-,-,-,-,-,-,-,-,1,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,
2013,서초구,9,"1,602",2,767,2,370,1,94,2,140,1,71,-,-,1,160,81.8,71.4,-,55.7,61.4,-,93,"194,680","64,029","130,651",-,-,,,,,,,,,,,,,,,,,,,
2013,강남구,37,"6,548",7,"2,965",7,"1,403",9,"1,026",5,297,3,168,5,409,1,280,75.3,81.1,84.7,77.2,73.7,-,85.5,"464,273","233,765","230,508",-,-,,,,,,,,,,,,,,,,,,,
2013,송파구,8,"1,044",1,482,-,-,2,225,3,171,-,-,2,166,-,-,72.4,-,69.1,61.8,-,59.7,-,"76,055","36,111","39,944",-,-,,,,,,,,,,,,,,,,,,,
2013,강동구,5,279,-,-,-,-,-,-,-,-,1,50,4,229,-,-,-,-,-,-,59.3,77,-,"3,598","3,374",224,-,-,,,,,,,,,,,,,,,,,,,
