Year,sigName,합계,합계,특 1등급,특 1등급,특 2등급,특 2등급,1등급,1등급,2등급,2등급,3등급,3등급,등급미정,등급미정,가족호텔,가족호텔,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,수입실적,수입실적,수입실적,호스텔,호스텔,5성급,5성급,4성급,4성급,3성급,3성급,2성급,2성급,1성급,1성급,소형호텔,소형호텔,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률,객실이용률
2019,서대문구,8,"1,023",,,,,,,,,,,2,550,1,57,,,,,,…,…,…,…,…,3,56,-,-,1,319,-,-,-,-,1,41,-,-,…,…,…,…,…,…,…
2019,마포구,24,"3,529",,,,,,,,,,,3,297,1,56,,,,,,…,100,"108,084","84,457","23,627",6,116,-,-,6,"1,753",4,"1,055",3,212,1,40,-,-,…,83.7,90.9,97,…,…,…
2019,양천구,1,50,,,,,,,,,,,-,-,-,-,,,,,,…,…,…,…,…,-,-,-,-,-,-,-,-,-,-,1,50,-,-,…,…,…,…,…,…,…
2019,강서구,24,"2,489",,,,,,,,,,,3,196,1,31,,,,,,…,…,"38,709","17,837","20,871",2,128,1,209,2,522,6,881,2,144,7,378,-,-,68.1,…,84.4,…,…,59.3,…
2019,구로구,14,"1,692",,,,,,,,,,,1,68,-,-,,,,,,…,93.5,"22,427","18,740","3,686",7,332,1,269,2,306,2,670,1,47,-,-,-,-,…,57,80.1,73.9,…,93.5,…
2019,금천구,9,"1,197",,,,,,,,,,,3,381,-,-,,,,,,…,…,"13,017","6,482","6,536",3,313,-,-,1,218,2,285,-,-,-,-,-,-,…,68.8,76,…,…,…,…
2019,영등포구,33,"3,637",,,,,,,,,,,3,494,5,581,,,,,,57,…,"91,411","43,451","47,960",9,350,1,434,4,"1,045",2,217,3,192,4,270,2,54,80.3,81.4,83,…,…,43.6,…
2019,동작구,3,415,,,,,,,,,,,-,-,-,-,,,,,,…,…,"11,543","9,317","2,227",-,-,-,-,1,43,1,309,1,63,-,-,-,-,…,…,87.7,81.5,…,…,…
2019,관악구,13,686,,,,,,,,,,,-,-,-,-,,,,,,…,…,"3,025","3,025",…,6,200,-,-,-,-,2,212,1,66,4,208,-,-,…,…,65.2,…,56.6,…,…
2019,서초구,14,"2,212",,,,,,,,,,,-,-,1,81,,,,,,58.2,…,"218,406","52,870","165,537",1,21,2,720,2,443,3,601,3,223,2,123,-,-,76.9,70.5,73.1,…,…,…,…
2019,강남구,70,"9,900",,,,,,,,,,,12,"1,255",3,415,,,,,,67.3,…,"482,227","199,278","282,950",6,234,5,"2,098",7,"1,844",20,"3,088",8,561,7,349,2,56,79.1,80.8,78.1,73.3,76,41.7,…
2019,송파구,20,"2,184",,,,,,,,,,,2,121,-,-,,,,,,…,…,"117,673","58,243","59,430",1,6,2,717,-,-,4,699,6,403,3,189,2,49,71.6,…,80.3,77.5,52.4,85.5,…
2019,강동구,4,210,,,,,,,,,,,-,-,-,-,,,,,,…,…,"2,031","1,914",116,-,-,-,-,-,-,-,-,-,-,4,210,-,-,…,…,…,…,66.9,…,…
